CPU utilized,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
cycles,5256325914195.0,5256292922871.0,5257017700209.0,5256346244166.0,5258017052656.0,5256717731703.0,5256348790555.0,5256380578274.0,5256323569591.0,5256300684873.0
clock speed,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794
instructions,6006016344481.0,6006016212465.0,6006019762057.0,6006018751194.0,6006016512393.0,6006013144536.0,6006006681893.0,6006006947531.0,6006012551375.0,6006009558144.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",1882.326224887,1882.322690371,1882.591889942,1882.381323606,1882.820609896,1882.160601143,1882.014643607,1882.026210086,1882.004849275,1881.99506863
estimated number of instructions,5992211542182.3,5992173932072.939,5993000178238.26,5992234718349.239,5994139440027.84,5992658214141.42,5992237621232.699,5992273859232.359,5992208869333.739,5992182780755.22
instruction calculation error,-0.0022984956262041465,-0.0023047357686667605,-0.0021677557408304564,-0.002295036598415626,-0.0019775290894809626,-0.002223593267811908,-0.0022925483419477294,-0.002286558843273756,-0.002298310555162021,-0.0023021570736649105
predicted cycles,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0,6000000000000.0
cycles prediction error,0.1239456809675,0.1239511795215,0.1238303832985,0.123942292639,0.12366382455733334,0.1238803780495,0.12394186824083334,0.12393657028766666,0.12394607173483334,0.1239498858545
prediction to actual cycles,1.1414817303844624,1.1414888949382953,1.141331519534633,1.1414773154754367,1.141114595086602,1.1413966482952473,1.1414767624974294,1.1414698594693797,1.1414822395469209,1.1414872092966974
p2a ratio to instruction rate error,0.001299763495142572,0.0013060481914871967,0.0011679995917833889,0.0012958907679270488,0.0009777149882474166,0.0012251300835503843,0.0012954056994995188,0.0012893504117366937,0.0013002101288780259,0.0013045695585066183
