CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.0,7010237265,2.801,8010000758,1.14,2.501364632
1.001,7009706807,3.165,8008421230,1.14,2.213326155
1.0,7012707477,3.296,8008469195,1.14,2.126916296
1.001,7010017835,3.256,8008369370,1.14,2.15206547
1.001,7010388548,3.297,8009678243,1.14,2.125159035
1.0,7009548117,3.274,8008248247,1.14,2.13991462
1.001,7010322599,3.296,8008668898,1.14,2.125551029
1.0,7010555647,3.297,8008738618,1.14,2.125222282
1.001,7010210083,3.043,8008874911,1.14,2.30247927
1.001,7010862720,3.295,8009225568,1.14,2.12644497
1.0,7008767803,3.297,8007861301,1.14,2.124684416
1.0,7010173973,3.297,8009057260,1.14,2.124971776
1.0,7011442718,3.1,8009117345,1.14,2.260781124
1.0,7008859989,3.297,8008638868,1.14,2.125004734
1.0,7020076267,3.232,8009048154,1.14,2.171102648
1.0,7008734102,3.297,8008365424,1.14,2.124672451
1.001,7009025257,3.296,8008986665,1.14,2.125257668
1.0,7008342616,3.297,8008171113,1.14,2.124555912
1.0,7010564914,3.294,8008970663,1.14,2.127331084
1.001,7008307214,3.297,8007947736,1.14,2.124384715
1.0,7009340719,3.296,8008417608,1.14,2.125670256
1.001,7010090730,3.297,8008431089,1.14,2.124967736
1.001,7009565804,3.297,8008861355,1.14,2.124704612
1.0,7011330464,3.094,8009725607,1.14,2.265404295
1.001,7011784629,3.297,8008177622,1.14,2.125592599
