511.929900,
511.978800,
512.004300,
513.146900,
515.400500,
515.968800,
521.135600,
524.751900,
525.111500,
525.162100,
525.165300,
526.247000,
526.531700,
526.655300,
526.660400,
528.601300,
529.330200,
529.608200,
529.755400,
529.765000,
529.765900,
529.834700,
530.472700,
530.487000,
530.645900,
530.759300,
531.227600,
531.436800,
531.782300,
532.772400,
532.772400,
532.779500,
532.780200,
533.387700,
533.526400,
533.560400,
533.561500,
533.569600,
533.640900,
533.922100,
533.987300,
534.987000,
535.131200,
535.326900,
535.429700,
535.431100,
535.431800,
535.684100,
535.687600,
535.774600,
536.129500,
536.393500,
536.497500,
537.064200,
537.233300,
537.562500,
537.586200,
538.067100,
538.069500,
538.120300,
538.331000,
538.350400,
538.532700,
538.778600,
538.946400,
538.947400,
538.948000,
538.948800,
539.656100,
539.700600,
539.772500,
539.848300,
539.933200,
540.278500,
540.393400,
540.461600,
540.710800,
540.753600,
540.802700,
540.943700,
541.424200,
541.785400,
541.931700,
541.937700,
541.959300,
541.987000,
542.018900,
542.019200,
542.019500,
542.055500,
542.387700,
542.430200,
542.440800,
542.488300,
542.506500,
542.982700,
542.999500,
543.000500,
543.000900,
543.007500,
543.008900,
543.013100,
543.021800,
543.023100,
543.024400,
543.034100,
543.137900,
543.666400,
543.685300,
543.711400,
543.873200,
544.083000,
544.179400,
544.474900,
544.569200,
544.693300,
544.701000,
544.763500,
544.811600,
544.968900,
545.225000,
545.278600,
545.406100,
545.421700,
545.531800,
545.664900,
545.715400,
545.812600,
545.890400,
546.001200,
546.605100,
546.714600,
546.816500,
546.856800,
546.858200,
546.859700,
546.866000,
547.082500,
547.226700,
547.241100,
547.360100,
547.360600,
547.360600,
547.406700,
547.418000,
547.572500,
547.629500,
547.775300,
548.169500,
548.171300,
548.172500,
548.181500,
548.202000,
548.943900,
548.985300,
549.079100,
549.089500,
549.397900,
549.862800,
550.233400,
550.280800,
550.387800,
550.405900,
550.410300,
550.674700,
550.696300,
550.719000,
550.721300,
550.724400,
550.896100,
551.450400,
551.821900,
551.833800,
551.980500,
552.279000,
552.355200,
552.752100,
552.767200,
552.801100,
552.814300,
552.839200,
553.165300,
553.195000,
553.870900,
553.898000,
554.525700,
554.695000,
554.991200,
555.122600,
555.795200,
555.857100,
556.172200,
556.352000,
556.786200,
557.660000,
557.660500,
557.689200,
557.689400,
558.115400,
558.494000,
559.482800,
559.663400,
559.868900,
559.894700,
560.092500,
560.614500,
560.682500,
560.835100,
560.878900,
560.880000,
560.881200,
560.882300,
560.883400,
560.907100,
560.909100,
561.149200,
561.341400,
561.447000,
561.570500,
561.668300,
561.751100,
561.800600,
562.072000,
562.208900,
562.430700,
562.622500,
562.640700,
562.641500,
562.642000,
562.642000,
562.642100,
562.642700,
562.772400,
562.844300,
563.085800,
563.269900,
563.273800,
563.522700,
563.599500,
563.635900,
563.658200,
563.789100,
563.865900,
563.868600,
563.877300,
563.877400,
563.888800,
564.273900,
564.379200,
564.451100,
564.750000,
564.819100,
564.859900,
564.878400,
564.984200,
565.144700,
565.159600,
565.514800,
565.558700,
565.625400,
565.718100,
565.872000,
565.913000,
565.927900,
566.124100,
566.580200,
566.901600,
567.247700,
567.470000,
567.520600,
567.653600,
567.741700,
567.871700,
567.907700,
568.063500,
568.204100,
568.413800,
568.631700,
568.672200,
568.712700,
568.732000,
568.732200,
569.046600,
569.307400,
569.362400,
569.552000,
569.553000,
569.579100,
569.587900,
569.683200,
569.917000,
570.025800,
570.052300,
570.090200,
570.393700,
570.396600,
570.401600,
570.428900,
570.438700,
570.490500,
570.662600,
570.683500,
570.721800,
570.728400,
570.773800,
571.017700,
571.074300,
571.160700,
571.193500,
571.431800,
571.432300,
571.514300,
571.534900,
571.747100,
571.812200,
571.821700,
571.824000,
571.879100,
571.889700,
571.926600,
571.928800,
572.031500,
572.080300,
572.121400,
572.347400,
572.507900,
572.732200,
572.990000,
573.057900,
573.410900,
573.562300,
573.759600,
573.884300,
573.891000,
573.895400,
573.913000,
574.038000,
574.058000,
574.134400,
574.139400,
574.175000,
574.186000,
574.292800,
574.435400,
574.436000,
574.436200,
574.439700,
574.451300,
574.505600,
574.506200,
574.635000,
574.831500,
575.048500,
575.056500,
575.058500,
575.077800,
575.234500,
575.316800,
575.337600,
575.379500,
575.539200,
575.584100,
575.748900,
575.865600,
575.965500,
575.999900,
576.077400,
576.131800,
576.381600,
576.448100,
576.459200,
576.491300,
576.638400,
576.699600,
576.713800,
576.715300,
576.792800,
576.820600,
576.860900,
576.862200,
576.875300,
576.875300,
576.875300,
576.875700,
576.884100,
576.908000,
576.971500,
576.976400,
577.051400,
577.717100,
577.823000,
577.826700,
577.880700,
577.946500,
578.013100,
578.455400,
578.481100,
578.581700,
578.922500,
578.940800,
578.941300,
578.950500,
579.088900,
579.098000,
579.152100,
579.197200,
579.463200,
579.526200,
579.663900,
579.665800,
579.679900,
579.680700,
579.684500,
579.684500,
579.695500,
579.721900,
579.723800,
579.728500,
579.750900,
579.775000,
579.775200,
579.799900,
579.811100,
579.814900,
579.838100,
579.953500,
580.148000,
580.149800,
580.150700,
580.151100,
580.151300,
580.159300,
580.515500,
580.865600,
580.872000,
581.007300,
581.215700,
581.637800,
581.638800,
581.672500,
581.880300,
582.017100,
582.220600,
582.239800,
582.377400,
582.591900,
583.139000,
583.230200,
584.371600,
584.545600,
584.594600,
584.631100,
584.674300,
584.744800,
585.033100,
585.042200,
585.132200,
585.298600,
585.346700,
585.618600,
585.668900,
585.806500,
586.375900,
586.566700,
587.101000,
587.125600,
587.246200,
587.306800,
587.589200,
587.609600,
587.726000,
588.096400,
588.223500,
588.294100,
588.346600,
588.530400,
588.595300,
588.672800,
589.304700,
589.315900,
589.638300,
590.134600,
590.165500,
590.410800,
590.544400,
590.812000,
590.837700,
591.370000,
591.550300,
592.024300,
592.084100,
593.061300,
