CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1524466317578,2.897,1717348031099,1.13,525.898299368
1.001,1524233019268,2.898,1717349031095,1.13,525.646234301
1.001,1523944106922,2.898,1717343571110,1.13,525.546829827
1.001,1524164421266,2.898,1717338928466,1.13,525.623724035
1.001,1523825003576,2.898,1717358426785,1.13,525.562865345
1.001,1524172356160,2.898,1717372755115,1.13,525.702867528
1.001,1523867824460,2.898,1717348623751,1.13,525.517656993
1.001,1524038523072,2.898,1717342722282,1.13,525.614565136
1.001,1524327670262,2.898,1717323480715,1.13,525.676675551
1.001,1524482504066,2.898,1717325666596,1.13,525.730081618
1.001,1524512762408,2.898,1717326672548,1.13,525.740665079
1.001,1524342831543,2.898,1717320425252,1.13,525.681601626
1.001,1523919286189,2.898,1717320278363,1.13,525.537582922
1.001,1524226142607,2.898,1717324305735,1.13,525.640809195
1.001,1524319203287,2.898,1717332336235,1.13,525.684928546
1.001,1524325558310,2.898,1717326945315,1.13,525.67734485
1.001,1524992997236,2.898,1717342489663,1.13,525.985677217
1.001,1524532710971,2.898,1717341324465,1.13,525.812362143
1.001,1524350872563,2.898,1717325340873,1.13,525.685399577
1.001,1524722824075,2.898,1717338158735,1.13,525.834804728
1.001,1524114082953,2.898,1717324543684,1.13,525.602246047
1.001,1524283571485,2.898,1717328175806,1.13,525.674555637
1.001,1523992267167,2.898,1717363856078,1.13,525.645299907
1.001,1523985554961,2.898,1717326271793,1.13,525.560895534
1.001,1523925824743,2.898,1717329685716,1.13,525.538654331
1.001,1524201236404,2.898,1717328993622,1.13,525.643068561
1.001,1523824934820,2.898,1717344009815,1.13,525.509534422
1.001,1524291843967,2.898,1717346602436,1.13,525.666133776
1.001,1524760718267,2.898,1717369499833,1.13,525.886589799
1.001,1523886192591,2.898,1717357653087,1.13,525.550323953
1.001,1524527870917,2.898,1717364561805,1.13,525.80825865
1.001,1524108875896,2.898,1717338163538,1.13,525.600607429
1.001,1524030655991,2.898,1717329877222,1.13,525.573876502
1.001,1524174765207,2.898,1717314966348,1.13,525.622745089
1.001,1524148162837,2.898,1717324120030,1.13,525.623005717
1.001,1524110159429,2.898,1717324889476,1.13,525.600219874
1.001,1524128687994,2.898,1717334074716,1.13,525.607974591
1.001,1524361508934,2.898,1717332723358,1.13,525.686763336
1.001,1524960147374,2.898,1717369919912,1.13,526.024785122
1.001,1523949442117,2.898,1717334016768,1.13,525.545376087
1.001,1524449080552,2.898,1717330811876,1.13,525.717085831
1.001,1524474282743,2.898,1717352288285,1.13,525.825449937
1.001,1524177514993,2.898,1717316131522,1.13,525.626540177
1.001,1524480887405,2.898,1717317401079,1.13,525.728611177
1.001,1524709613953,2.898,1717310969118,1.13,525.807851117
1.001,1524160325440,2.898,1717320167154,1.13,525.617601487
1.001,1524584572955,2.898,1717331042716,1.13,525.819989365
1.001,1524400679883,2.898,1717326789764,1.13,525.724559693
1.001,1524219366180,2.898,1717328179843,1.13,525.6728855
1.001,1524332930346,2.898,1717320206584,1.13,525.678924113
1.001,1524036005122,2.898,1717320023481,1.13,525.576344541
1.001,1523813765165,2.898,1717322651682,1.13,525.498224875
1.001,1524092593751,2.898,1717317825981,1.13,525.595638452
1.001,1523952046219,2.898,1717315601146,1.13,525.548342144
1.001,1524221540326,2.898,1717321162941,1.13,525.639488574
1.001,1524665958766,2.898,1717322498556,1.13,525.793080461
1.001,1524359305688,2.898,1717337342705,1.13,525.724091526
1.001,1524381405825,2.898,1717323837644,1.13,525.712452535
1.001,1523741568985,2.898,1717324838204,1.13,525.472716181
1.001,1523952800626,2.898,1717321456753,1.13,525.546536915
1.001,1525377926523,2.898,1717342790576,1.13,526.065130559
1.001,1524970531482,2.898,1717330210539,1.13,525.899783115
1.001,1524191574736,2.898,1717323938133,1.13,525.62943647
1.0,1524730979429,2.898,1717381129882,1.13,525.97317895
1.001,1524609012170,2.898,1717379197174,1.13,525.83983386
1.001,1524503325278,2.898,1717321648203,1.13,525.739725444
1.001,1524278971426,2.898,1717334015483,1.13,525.681728569
1.001,1524384156168,2.898,1717313811462,1.13,525.694393855
1.001,1523880901293,2.898,1717332871453,1.13,525.52240916
1.001,1524150763301,2.898,1717317306923,1.13,525.612980728
1.001,1524245646227,2.898,1717345902968,1.13,525.649289727
1.001,1524121972162,2.898,1717380095178,1.13,525.604326425
1.001,1524397837624,2.898,1717408756356,1.13,525.783408735
1.001,1524670751233,2.898,1717353495077,1.13,525.822431714
1.001,1524477378984,2.898,1717319426983,1.13,525.728422049
1.001,1524656063095,2.898,1717357538484,1.13,525.916366109
1.001,1524110159040,2.898,1717321941974,1.13,525.602378593
1.001,1524495981684,2.898,1717319118278,1.13,525.733203977
1.001,1524527482363,2.898,1717337078954,1.13,525.745652382
1.001,1518979976304,2.977,1717343248487,1.13,509.886943383
1.001,1517324869617,2.898,1717376140742,1.13,523.254491344
1.001,1518618758829,2.898,1717410069904,1.13,523.699962845
1.001,1517444786349,2.898,1717384345432,1.13,523.295396218
1.001,1517901141343,2.898,1717378847978,1.13,523.453363447
1.001,1518415759102,2.898,1717431172008,1.13,523.630728716
1.001,1517822079061,2.898,1717379449507,1.13,523.425123725
1.001,1518741994556,2.898,1717372976388,1.13,523.742701674
1.001,1517643846463,2.898,1717361930387,1.13,523.362572346
1.001,1517238586732,2.898,1717373850967,1.13,523.225405095
1.001,1517302177291,2.898,1717338313696,1.13,523.245533588
1.001,1518160018899,2.898,1717445748266,1.13,523.542898714
1.001,1517857407310,2.898,1717391330542,1.13,523.437542608
1.001,1517568738711,2.898,1717382202493,1.13,523.33862992
1.001,1518019641401,2.898,1717376513583,1.13,523.495869125
1.001,1518179665947,2.898,1717386597862,1.13,523.549284
1.001,1517427027137,2.898,1717334351314,1.13,523.289564147
1.001,1517489885354,2.898,1717382911541,1.13,523.312146383
1.001,1517155992218,2.898,1717336125385,1.13,523.196496811
1.001,1517955980097,2.898,1717381314537,1.13,523.471808447
1.001,1518374114333,2.898,1717391397832,1.13,523.617405388
1.001,1517655171916,2.898,1717384104530,1.13,523.367099697
1.001,1517793940535,2.898,1717387374416,1.13,523.415575474
1.001,1517970824452,2.898,1717334718786,1.13,523.477562993
1.001,1518543494658,2.898,1717453315864,1.13,523.675179615
1.001,1517567673676,2.898,1717380534628,1.13,523.338210164
1.001,1517466798379,2.898,1717378668153,1.13,523.301874417
1.001,1517517726523,2.898,1717382836231,1.13,523.319415912
1.001,1517213728964,2.898,1717385478761,1.13,523.216309033
1.001,1517660243893,2.898,1717373760562,1.13,523.370311599
1.001,1518080725101,2.898,1717393245703,1.13,523.514790955
1.001,1518017568740,2.898,1717385715177,1.13,523.495139067
1.001,1517139034105,2.898,1717378075859,1.13,523.191039914
1.001,1517238375605,2.898,1717382943881,1.13,523.225291881
1.001,1517474660524,2.898,1717373256680,1.13,523.305201751
1.001,1518266348236,2.898,1717375675470,1.13,523.578541737
1.001,1517272643719,2.898,1717377881639,1.13,523.235904603
1.001,1517959052827,2.898,1717382160975,1.13,523.471823869
1.001,1518464783238,2.898,1717391935771,1.13,523.648613405
1.001,1517491259968,2.898,1717381755561,1.13,523.311313821
1.001,1517122926199,2.898,1717370424683,1.13,523.184350865
1.001,1517719387955,2.898,1717384807820,1.13,523.390197274
1.001,1518595917315,2.898,1717469119141,1.13,523.691864832
1.001,1518648486361,2.898,1717465818147,1.13,523.710753567
