CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1517832995353,2.898,1717384995760,1.13,523.429545197
1.001,1518660315908,2.898,1717384197257,1.13,523.71321947
1.001,1518754848144,2.898,1717386735167,1.13,523.747980295
1.001,1517674703287,2.898,1717380914436,1.13,523.374772387
1.001,1518580207781,2.898,1717466987255,1.13,523.687124684
1.001,1517016768510,2.898,1717320557737,1.13,523.148252921
1.001,1518255676069,2.898,1717385234953,1.13,523.574075142
1.001,1517316650689,2.898,1717383940595,1.13,523.251283901
1.001,1517753048582,2.898,1717367424694,1.13,523.400409248
1.001,1518357381504,2.898,1717387956595,1.13,523.610601754
1.001,1519873844168,2.898,1717478646355,1.13,524.134052972
1.001,1518006192665,2.898,1717316093308,1.13,523.489650875
1.001,1517244630289,2.898,1717373618079,1.13,523.225282215
1.001,1518135264263,2.898,1717385959640,1.13,523.533827658
