CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.0,1525022874185,2.897,1717403739316,1.13,526.232653319
1.001,1524564998505,2.898,1717355979200,1.13,525.789912953
1.001,1524524408864,2.898,1717379357050,1.13,525.877661593
1.001,1523996408518,2.898,1717332016426,1.13,525.566481039
1.001,1523876650240,2.898,1717332103559,1.13,525.521192445
1.001,1523962204996,2.898,1717355405100,1.13,525.586204697
1.001,1524042930249,2.898,1717345262188,1.13,525.582073182
1.001,1524231602476,2.898,1717334523161,1.13,525.658227565
1.001,1524937805351,2.898,1717352457228,1.13,526.018085664
1.001,1525469914100,2.898,1717325219499,1.13,526.070722696
1.001,1524223350491,2.898,1717318120575,1.13,525.640479324
1.001,1524016837557,2.898,1717314621980,1.13,525.570213062
1.001,1524110048327,2.898,1717344360349,1.13,525.603157574
1.0,1524265209513,2.898,1717361216671,1.13,525.804202585
1.0,1525074286247,2.897,1717379394796,1.13,526.157622275
1.001,1524306476212,2.898,1717321474001,1.13,525.670281173
1.001,1524412372244,2.898,1717320110536,1.13,525.70512317
1.001,1524493007222,2.898,1717315434615,1.13,525.731702135
1.001,1524924268410,2.898,1717331562769,1.13,525.893457104
1.001,1524687066841,2.898,1717332926390,1.13,525.79980378
1.001,1524235821457,2.898,1717324815674,1.13,525.64258186
1.001,1524558447358,2.898,1717317413901,1.13,525.754111134
1.001,1523993622664,2.898,1717331401952,1.13,525.557809022
1.0,1524440467784,2.897,1717386959135,1.13,525.931565067
1.001,1523761668328,2.898,1717324519292,1.13,525.479901195
1.001,1524033889363,2.898,1717324867509,1.13,525.573992729
1.001,1524086378283,2.898,1717343316097,1.13,525.592194
1.001,1524679528527,2.898,1717359556402,1.13,525.840203404
1.001,1524485791101,2.898,1717343299171,1.13,525.730329315
1.001,1523743227419,2.898,1717337177204,1.13,525.473220535
1.0,1524268751816,2.898,1717371199608,1.13,525.795875293
1.001,1524220649939,2.898,1717340085435,1.13,525.636098073
1.001,1523959211566,2.898,1717334390356,1.13,525.556532081
1.0,1524118477866,2.898,1717348026447,1.13,525.743490255
1.001,1524085111810,2.898,1717321291317,1.13,525.602978869
1.001,1524087191589,2.898,1717323964390,1.13,525.590332924
1.001,1524410664695,2.898,1717334301603,1.13,525.723085817
1.001,1524490559550,2.898,1717337964307,1.13,525.763589389
1.001,1524108801361,2.898,1717332696970,1.13,525.600053466
1.001,1524449352652,2.898,1717333612064,1.13,525.715981334
1.001,1524549052582,2.898,1717356689243,1.13,525.854187153
1.001,1525199945342,2.898,1717327954610,1.13,525.975324318
1.001,1524524530066,2.898,1717318623517,1.13,525.743489344
1.001,1524415575617,2.898,1717310436895,1.13,525.704205282
1.001,1524257714838,2.898,1717298292137,1.13,525.650038704
1.001,1524638622874,2.898,1717319360444,1.13,525.780270691
1.001,1524553614397,2.898,1717320427539,1.13,525.755618187
1.001,1524457805424,2.898,1717320597300,1.13,525.71834153
1.001,1524114695667,2.898,1717312841769,1.13,525.599185881
1.001,1524046593068,2.898,1717319547410,1.13,525.577335705
1.001,1524220918677,2.898,1717315205257,1.13,525.63730707
1.001,1523877438107,2.898,1717319670580,1.13,525.522172062
1.001,1524323189545,2.898,1717318722387,1.13,525.672688299
1.001,1524322031731,2.898,1717319968844,1.13,525.672968907
1.001,1524430055657,2.898,1717320004679,1.13,525.709822935
1.001,1524714785960,2.898,1717319516520,1.13,525.808301603
1.001,1524334950232,2.898,1717320509197,1.13,525.680988755
1.001,1523983718894,2.898,1717310290197,1.13,525.556158317
1.001,1523869581939,2.898,1717323581091,1.13,525.540684802
1.001,1525088895696,2.898,1717322248679,1.13,525.93839028
1.001,1524699929744,2.898,1717345519776,1.13,525.855367739
1.001,1523981127540,2.898,1717324968223,1.13,525.554678951
1.001,1523972948160,2.898,1717321366933,1.13,525.552550542
1.001,1524529100832,2.898,1717338903448,1.13,525.747178339
1.001,1525181134133,2.898,1717392970768,1.13,525.968790212
1.001,1524603449919,2.898,1717330366681,1.13,525.819270572
1.001,1524203073935,2.898,1717316549480,1.13,525.632661668
1.001,1523800414216,2.898,1717319157785,1.13,525.492447848
1.001,1523901728397,2.898,1717322452532,1.13,525.530813111
1.001,1523949522537,2.898,1717343305424,1.13,525.619015475
1.0,1524712160132,2.897,1717397229092,1.13,526.051542821
1.001,1525537586789,2.898,1717408252430,1.13,526.215692107
1.001,1524293523944,2.898,1717384753158,1.13,525.661395923
1.001,1524259604179,2.898,1717342373901,1.13,525.648628686
1.001,1524620770336,2.898,1717318165237,1.13,525.774393091
1.001,1524192319173,2.898,1717314920373,1.13,525.624305688
1.001,1524478486283,2.898,1717327237783,1.13,525.725303496
1.001,1524189596609,2.898,1717316130077,1.13,525.623149613
1.001,1524085220415,2.898,1717349641355,1.13,525.634465596
1.001,1520380437308,2.977,1717422472885,1.13,510.364290222
1.001,1517578548705,2.898,1717374450321,1.13,523.341462998
1.001,1517545506527,2.898,1717348098880,1.13,523.32970435
1.001,1517441431035,2.898,1717375151578,1.13,523.294282913
1.001,1518039622194,2.898,1717380788085,1.13,523.501069003
1.001,1517402559768,2.898,1717344009352,1.13,523.280448396
1.001,1518015865449,2.898,1717379904570,1.13,523.492952171
1.001,1517837450351,2.898,1717373579891,1.13,523.43115054
1.001,1517430936734,2.898,1717362935362,1.13,523.289414655
1.001,1517150908281,2.898,1717377821958,1.13,523.194726242
1.001,1518456508352,2.898,1717435255624,1.13,523.643548418
1.001,1517183298081,2.898,1717342961867,1.13,523.206590383
1.001,1517546970813,2.898,1717382245814,1.13,523.330018324
1.001,1518023875892,2.898,1717384226040,1.13,523.49583845
1.001,1517780663273,2.898,1717378345216,1.13,523.413663289
1.001,1517991479717,2.898,1717388078270,1.13,523.484739566
1.001,1518546459943,2.898,1717448062287,1.13,523.674880803
1.001,1517319188343,2.898,1717383610456,1.13,523.253481691
1.001,1518497196401,2.898,1717444209525,1.13,523.658818756
1.001,1517462688673,2.898,1717382386838,1.13,523.30050518
1.001,1517686249928,2.898,1717382859675,1.13,523.381236158
1.001,1517958851033,2.898,1717385492039,1.13,523.471889119
1.001,1518138247875,2.898,1717388367859,1.13,523.53452285
1.001,1518995208522,2.898,1717452637728,1.13,523.830751706
1.001,1516922512806,2.898,1717334903533,1.13,523.116610843
1.001,1517888793666,2.898,1717383679932,1.13,523.448421604
1.001,1517452929119,2.898,1717375700730,1.13,523.297089515
1.001,1517797516944,2.898,1717381834096,1.13,523.41485356
1.001,1517564272241,2.898,1717382111520,1.13,523.337448343
1.001,1518097784584,2.898,1717377568403,1.13,523.519791865
1.001,1518242303989,2.898,1717384606120,1.13,523.570449317
1.001,1517792967748,2.898,1717385378898,1.13,523.417326642
1.001,1517776600028,2.898,1717375375451,1.13,523.410586824
1.001,1518267656561,2.898,1717387306388,1.13,523.581134269
1.001,1517357400680,2.898,1717375067837,1.13,523.264343414
1.001,1517254668318,2.898,1717372275283,1.13,523.230127642
1.001,1517396290058,2.898,1717380443363,1.13,523.278938407
1.001,1517959619251,2.898,1717394210154,1.13,523.473074144
1.001,1519131467453,2.898,1717384474352,1.13,523.877506771
1.001,1517663324564,2.898,1717382121376,1.13,523.370610167
1.001,1517493790318,2.898,1717371299242,1.13,523.312738611
1.001,1517707891586,2.898,1717382677994,1.13,523.386155453
1.001,1517028989428,2.898,1717325682481,1.13,523.151388931
1.001,1517545456439,2.898,1717322638455,1.13,523.330636418
1.001,1517630884089,2.898,1717385572407,1.13,523.359662806
1.001,1518132136513,2.898,1717386360880,1.13,523.530896958
1.001,1517933895059,2.898,1717385779357,1.13,523.465191184
1.001,1517265040921,2.898,1717381496193,1.13,523.232992093
1.001,1516946262061,2.898,1717316475239,1.13,523.123544523
1.001,1518701261850,2.898,1717464574283,1.13,523.72887045
1.001,1517569308784,2.898,1717380637891,1.13,523.337150332
1.001,1517741119579,2.898,1717386581989,1.13,523.397442817
1.001,1518304326470,2.898,1717368783872,1.13,523.589485224
1.001,1518285405970,2.898,1717385893354,1.13,523.586185772
1.001,1518044879243,2.898,1717317844592,1.13,523.502742353
1.001,1518785491265,2.898,1717473561504,1.13,523.758017742
1.001,1517342150032,2.898,1717369149240,1.13,523.258983245
1.001,1517175940292,2.898,1717384235924,1.13,523.202602216
