CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1505681185037,2.898,1717212019431,1.14,519.233291453
1.001,1505717969462,2.898,1717214348872,1.14,519.242637935
1.001,1505037776210,2.898,1717154469044,1.14,519.008389033
1.001,1505010586510,2.898,1717154495675,1.14,518.998932715
1.001,1505046799683,2.898,1717154988942,1.14,519.013111584
1.001,1505092257742,2.898,1717154811994,1.14,519.028741884
1.001,1507454991612,2.898,1717267267509,1.14,519.843024534
1.001,1506009681276,2.898,1717218114587,1.14,519.345650834
1.001,1505714350700,2.898,1717214665107,1.14,519.243185928
1.001,1505952585734,2.898,1717218207778,1.14,519.324657369
1.001,1505675805107,2.898,1717216923357,1.14,519.229505503
1.001,1505858036753,2.898,1717216400641,1.14,519.291477283
1.001,1507051121749,2.898,1717218228072,1.14,519.702307849
1.001,1506803244824,2.898,1717217710747,1.14,519.618969047
1.001,1506993661730,2.898,1717214551797,1.14,519.682947284
1.001,1505745417407,2.898,1717210515133,1.14,519.254336903
1.001,1506702023728,2.898,1717212451436,1.14,519.584084057
1.001,1505642444783,2.898,1717214709639,1.14,519.218745239
1.001,1506705680055,2.898,1717215519788,1.14,519.584761068
1.001,1507075092736,2.898,1717210082807,1.14,519.710023791
1.001,1505116423527,2.898,1717174346030,1.14,519.035828704
1.001,1505482268311,2.898,1717213333707,1.14,519.160435582
1.001,1505592270972,2.898,1717212263073,1.14,519.198163838
1.001,1506686600238,2.898,1717210377975,1.14,519.57544645
1.001,1505486559247,2.898,1717213176937,1.14,519.162618067
1.001,1506665800668,2.898,1717213880394,1.14,519.569009257
1.001,1505700060455,2.898,1717214258418,1.14,519.236651784
1.001,1505532099791,2.898,1717210740657,1.14,519.179229975
1.001,1505854516561,2.898,1717210711504,1.14,519.290870595
1.001,1505594732753,2.898,1717209570608,1.14,519.202947093
1.001,1505031704523,2.898,1717186581073,1.14,519.007469012
1.001,1504965362996,2.898,1717151663665,1.14,518.984085466
