CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1507581281683,2.898,1717218394840,1.14,519.891643639
1.001,1507459194649,2.898,1717359004099,1.14,519.848470137
1.001,1507353212051,2.898,1717358828684,1.14,519.810516229
1.001,1505999512677,2.898,1717217668070,1.14,519.343935959
1.001,1507302774563,2.898,1717219164848,1.14,519.795888978
1.001,1505276853906,2.898,1717169292055,1.14,519.095400686
1.001,1507153957539,2.898,1717333898674,1.14,519.742015059
1.001,1505589276271,2.898,1717186093929,1.14,519.205418277
1.001,1505184855916,2.898,1717167499795,1.14,519.067701277
1.001,1505396970879,2.898,1717168124862,1.14,519.139289096
1.001,1505982880579,2.898,1717184460976,1.14,519.343018766
1.001,1507611911938,2.898,1717359187735,1.14,519.903631174
1.001,1506205149093,2.898,1717217876296,1.14,519.417573542
1.001,1507405810404,2.898,1717359144441,1.14,519.831264722
1.001,1505174638274,2.898,1717167908349,1.14,519.062349275
1.001,1505323046394,2.898,1717168553041,1.14,519.112690423
1.001,1506173413073,2.898,1717213965918,1.14,519.40716498
1.001,1507162922157,2.898,1717218013681,1.14,519.74881262
1.001,1507528423537,2.898,1717359236710,1.14,519.875884612
1.001,1506035232091,2.898,1717217643573,1.14,519.359722931
1.001,1506037673550,2.898,1717217713078,1.14,519.361254928
1.001,1506137516497,2.898,1717217540544,1.14,519.395024996
1.001,1507286962648,2.898,1717218765971,1.14,519.7900862
1.001,1507428084867,2.898,1717359146662,1.14,519.837572359
1.001,1505818665957,2.898,1717215766074,1.14,519.281938942
1.001,1507000067471,2.898,1717361764941,1.14,519.689756323
1.001,1504986678928,2.898,1717156681918,1.14,518.996146751
1.001,1505074860924,2.898,1717160848848,1.14,519.027380887
1.001,1504903316284,2.898,1717167039166,1.14,518.966253072
1.001,1505311163942,2.898,1717193897088,1.14,519.107027077
1.001,1505822328471,2.898,1717215374077,1.14,519.282737749
1.001,1505731071025,2.898,1717215762681,1.14,519.253363538
1.001,1505851824540,2.898,1717211101992,1.14,519.294200438
1.001,1505254182203,2.898,1717159054597,1.14,519.088924135
1.001,1505327829642,2.898,1717157854257,1.14,519.113919917
1.001,1505122242659,2.898,1717156967834,1.14,519.042897697
1.001,1505243707722,2.898,1717156755467,1.14,519.084948871
1.001,1507070262792,2.898,1717188172910,1.14,519.713321487
1.001,1507139780434,2.898,1717358380264,1.14,519.738890812
1.001,1505847203920,2.898,1717216882736,1.14,519.293977276
1.001,1509271316177,2.898,1717364746213,1.14,520.475238568
1.001,1507542449505,2.898,1717359465331,1.14,519.879303785
1.001,1507210917342,2.898,1717358665435,1.14,519.765214219
1.001,1505724320770,2.898,1717215663138,1.14,519.251863766
1.001,1507278969793,2.898,1717358844034,1.14,519.787790274
1.001,1506993422102,2.898,1717358321271,1.14,519.689297364
1.001,1507060956252,2.898,1717358341455,1.14,519.712813691
1.001,1505821781360,2.898,1717212975187,1.14,519.286126508
1.001,1506143314547,2.898,1717213508921,1.14,519.397612726
1.001,1505780493532,2.898,1717214413906,1.14,519.272414188
1.001,1505643448986,2.898,1717212092388,1.14,519.224017285
1.001,1505132635604,2.898,1717176694355,1.14,519.048828992
1.001,1505721310225,2.898,1717212251661,1.14,519.251236379
1.001,1506925785247,2.898,1717358153652,1.14,519.665979926
1.001,1506016716572,2.898,1717212010545,1.14,519.35006186
1.001,1506893766095,2.898,1717361704585,1.14,519.653941906
1.001,1507016397569,2.898,1717214571052,1.14,519.697531331
1.001,1505497155391,2.898,1717211153044,1.14,519.171178197
1.001,1505616923330,2.898,1717210991465,1.14,519.214516625
1.001,1506910747322,2.898,1717365634177,1.14,519.658267497
1.001,1506986716721,2.898,1717365673730,1.14,519.683181715
1.001,1504934905262,2.898,1717168284315,1.14,518.975509678
1.001,1505104256678,2.898,1717156303095,1.14,519.035116406
