CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503803817671,2.902,1717178183443,1.14,517.869473043
1.001,1503974704964,2.898,1717187906305,1.14,518.641473909
1.001,1505134031641,2.898,1717254890602,1.14,519.043630613
1.001,1505555778468,2.898,1717267372001,1.14,519.189476128
1.001,1506730988176,2.898,1717398130255,1.14,519.594176229
1.001,1506803568716,2.898,1717395987547,1.14,519.620146638
1.001,1506895682925,2.898,1717388736054,1.14,519.652863014
1.001,1505484447816,2.898,1717253289232,1.14,519.1648055
1.001,1507018574974,2.898,1717397904611,1.14,519.693319212
1.001,1505676923090,2.898,1717247932967,1.14,519.23265108
1.001,1506929185429,2.898,1717380865345,1.14,519.664813253
1.001,1507343707589,2.898,1717388611100,1.14,519.80645476
1.001,1508879962610,2.898,1717382943054,1.14,520.339261504
1.001,1507025845306,2.898,1717381832256,1.14,519.699498692
1.001,1507126999590,2.898,1717379882149,1.14,519.734891407
1.001,1505853002110,2.898,1717239713534,1.14,519.295997125
1.001,1506479768187,2.898,1717379837315,1.14,519.508109994
1.001,1504465787418,2.898,1717178809488,1.14,518.815590322
1.001,1505845239171,2.898,1717318323135,1.14,519.2911604
1.001,1506266975671,2.898,1717361124310,1.14,519.435476897
1.001,1506405233696,2.898,1717361529929,1.14,519.483244062
1.001,1506440250510,2.898,1717225124780,1.14,519.496944637
1.001,1506444466825,2.898,1717361627209,1.14,519.49735504
1.001,1506505178351,2.898,1717355571051,1.14,519.518380139
1.001,1506444074199,2.898,1717362047542,1.14,519.497678918
1.001,1505486018192,2.898,1717220900524,1.14,519.169448978
1.001,1506376723830,2.898,1717171945545,1.14,519.474992912
1.001,1507019261552,2.898,1717216078519,1.14,519.695482134
1.001,1505142211426,2.898,1717214005852,1.14,519.049173506
1.001,1506273031388,2.898,1717356287216,1.14,519.438844001
1.001,1505233464606,2.898,1717213836323,1.14,519.080344822
1.001,1504894495786,2.898,1717189915180,1.14,518.962756171
1.001,1506320208302,2.898,1717357283094,1.14,519.455039329
1.001,1505123537388,2.898,1717214113872,1.14,519.041670571
1.001,1504692987665,2.898,1717210567116,1.14,518.891013749
1.001,1505882155810,2.898,1717357683206,1.14,519.303935904
1.001,1504595167188,2.898,1717200513087,1.14,518.85761869
1.001,1505765338819,2.898,1717355413531,1.14,519.262886782
1.001,1504652194372,2.898,1717200129295,1.14,518.877179373
1.001,1504476407699,2.898,1717200050062,1.14,518.818281326
1.001,1505790135240,2.898,1717362868428,1.14,519.270534417
1.001,1504551290920,2.898,1717202150680,1.14,518.845768183
1.001,1504651108926,2.898,1717199372672,1.14,518.878420004
1.001,1505822972275,2.898,1717358447562,1.14,519.283160927
1.001,1506010733801,2.898,1717351846299,1.14,519.348016562
1.001,1505945252325,2.898,1717359088697,1.14,519.325716042
1.001,1505967141472,2.898,1717352239131,1.14,519.329859242
1.001,1504578240611,2.898,1717184997701,1.14,518.852264441
1.001,1505973697761,2.898,1717351845990,1.14,519.336557669
1.001,1504826246270,2.898,1717202448684,1.14,518.939433528
1.001,1504892861037,2.898,1717202513045,1.14,518.962113452
1.001,1505187857760,2.898,1717165492479,1.14,519.068039189
1.001,1508804980109,2.898,1717173782850,1.14,520.316017726
1.001,1507361480583,2.898,1717357146825,1.14,519.817938337
1.001,1507460723554,2.898,1717364084038,1.14,519.851817347
1.001,1506107922393,2.898,1717218691436,1.14,519.384128559
1.001,1505425454842,2.898,1717158038299,1.14,519.149768201
1.001,1506081320646,2.898,1717208419976,1.14,519.37613469
1.001,1507475245133,2.898,1717358411264,1.14,519.855017994
1.001,1509135983558,2.898,1717360695275,1.14,520.428078797
1.001,1507514713436,2.898,1717359005251,1.14,519.869489372
1.001,1506092607782,2.898,1717217788570,1.14,519.379471081
1.001,1505053494173,2.898,1717164640390,1.14,519.021242785
1.001,1504885915846,2.898,1717164107473,1.14,518.964007319
1.001,1505786645252,2.898,1717192625990,1.14,519.273145325
1.001,1507907556961,2.898,1717364822763,1.14,520.00356135
1.001,1507390761200,2.898,1717359307358,1.14,519.82165878
1.001,1506874354163,2.898,1717324038977,1.14,519.644034985
1.001,1505984524591,2.898,1717215969862,1.14,519.338785097
1.001,1508062024477,2.898,1717362013009,1.14,520.055222681
1.001,1506131887490,2.898,1717219147776,1.14,519.391582746
1.001,1508592682816,2.898,1717229844766,1.14,520.239095263
1.001,1506060849864,2.898,1717209767064,1.14,519.367735182
1.001,1506016111970,2.898,1717218606362,1.14,519.353153189
1.001,1507698573961,2.898,1717368568554,1.14,519.932949005
