CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1504101927347,2.901,1717186506880,1.14,518.03619568
1.001,1504010001481,2.898,1717194557487,1.14,518.649418253
1.001,1506923325201,2.898,1717403482879,1.14,519.657242652
1.001,1508392489811,2.898,1717411922250,1.14,520.164934484
1.001,1505955828459,2.898,1717261979796,1.14,519.324538332
1.001,1507122742756,2.898,1717259886130,1.14,519.726909672
1.001,1505323235092,2.898,1717258813692,1.14,519.106839595
1.001,1506817303393,2.898,1717395180404,1.14,519.620463516
1.001,1508698935778,2.898,1717263614272,1.14,520.269045003
1.001,1507014465408,2.898,1717388123606,1.14,519.689049205
1.001,1505758502355,2.898,1717254734500,1.14,519.256387708
1.001,1505753059123,2.898,1717253795189,1.14,519.253228808
1.001,1505736766037,2.898,1717254450064,1.14,519.249755741
1.001,1505622783112,2.898,1717253973152,1.14,519.210107156
1.001,1505818879787,2.898,1717247774144,1.14,519.277148575
1.001,1507205215507,2.898,1717384476563,1.14,519.755048577
1.001,1505507594451,2.898,1717239744378,1.14,519.167177787
1.001,1504504187291,2.898,1717186155548,1.14,518.823048884
1.001,1505058321038,2.898,1717215603462,1.14,519.013428907
1.001,1505243668556,2.898,1717230020724,1.14,519.077809983
1.001,1505420282858,2.898,1717230389704,1.14,519.138276733
1.001,1506328433287,2.898,1717368036946,1.14,519.452765105
1.001,1505266529777,2.898,1717229940937,1.14,519.085010542
1.001,1505193657399,2.898,1717225406558,1.14,519.059837243
1.001,1505463284561,2.898,1717230222941,1.14,519.153033467
1.001,1506501050766,2.898,1717373883810,1.14,519.51162803
1.001,1504563383682,2.898,1717191084560,1.14,518.843502139
1.001,1506342329598,2.898,1717361561547,1.14,519.45516256
1.001,1506170064773,2.898,1717362150444,1.14,519.396586241
1.001,1505022747847,2.898,1717219308907,1.14,519.001032518
1.001,1506348605247,2.898,1717362919340,1.14,519.45768511
1.001,1504949615060,2.898,1717195727015,1.14,518.97452164
1.001,1505092582142,2.898,1717219435882,1.14,519.025629478
1.001,1506498046941,2.898,1717371777544,1.14,519.509179441
1.001,1505891182266,2.898,1717364496792,1.14,519.297621102
1.001,1504845009234,2.898,1717214491993,1.14,518.940234102
1.001,1506047653723,2.898,1717369200099,1.14,519.352194405
1.001,1504635013516,2.898,1717206049849,1.14,518.867287566
1.001,1505929270091,2.898,1717369189704,1.14,519.311630974
1.001,1505921624383,2.898,1717361729399,1.14,519.311173837
1.001,1508260393461,2.898,1717209791414,1.14,520.117301325
1.001,1505858988795,2.898,1717362152205,1.14,519.291205336
1.001,1505887807207,2.898,1717356784087,1.14,519.298978996
1.001,1504887928941,2.898,1717208960111,1.14,518.955179432
1.001,1504837540035,2.898,1717207723110,1.14,518.936949036
1.001,1506414840906,2.898,1717208755597,1.14,519.482296753
1.001,1504833184530,2.898,1717206929096,1.14,518.933864142
1.001,1504702513881,2.898,1717191271936,1.14,518.888277698
1.001,1506431374358,2.898,1717209529209,1.14,519.486331522
1.001,1506241195471,2.898,1717358909958,1.14,519.419510229
1.001,1506204227083,2.898,1717359511253,1.14,519.406951211
1.001,1506073053415,2.898,1717172179259,1.14,519.363263368
1.001,1506816350511,2.898,1717177439621,1.14,519.619910131
1.001,1505799495807,2.898,1717218757816,1.14,519.269055031
1.001,1505947050830,2.898,1717222297385,1.14,519.320252359
1.001,1507378761985,2.898,1717364920314,1.14,519.812482524
1.001,1506258826735,2.898,1717165130137,1.14,519.427584986
1.001,1505927888373,2.898,1717213994753,1.14,519.313897302
1.001,1506058621775,2.898,1717223633686,1.14,519.357942518
1.001,1506090777455,2.898,1717223209329,1.14,519.369626945
1.001,1506116185853,2.898,1717222724798,1.14,519.377694114
1.001,1507342049955,2.898,1717370724666,1.14,519.800408109
1.001,1504764256001,2.898,1717169195886,1.14,518.909966778
1.001,1504891659903,2.898,1717168813064,1.14,518.954925003
1.001,1508770833125,2.898,1717269972769,1.14,520.293244194
1.001,1507136692647,2.898,1717224092398,1.14,519.729434508
1.001,1505925610835,2.898,1717223328196,1.14,519.311508893
1.001,1507306906164,2.898,1717212511405,1.14,519.789420549
1.001,1507462771510,2.898,1717368879680,1.14,519.844834248
1.001,1506020035019,2.898,1717222794257,1.14,519.345675065
1.001,1507579348809,2.898,1717374144954,1.14,519.883867803
1.001,1505306124700,2.898,1717184847236,1.14,519.098321524
1.001,1506971639540,2.898,1717331218879,1.14,519.673949199
1.001,1507596381906,2.898,1717373528241,1.14,519.888139954
1.001,1506136480865,2.898,1717222536740,1.14,519.385082066
1.001,1507500981998,2.898,1717365779017,1.14,519.855988582
1.001,1506209635867,2.898,1717222849011,1.14,519.41092877
1.001,1506036531061,2.898,1717222882569,1.14,519.349958288
1.001,1507776867282,2.898,1717369880782,1.14,519.949756085
1.001,1507743002054,2.898,1717370256038,1.14,519.940736753
1.001,1505250790915,2.898,1717174017377,1.14,519.080127811
1.001,1505891651765,2.898,1717215137886,1.14,519.299306813
1.001,1505953949434,2.898,1717242889722,1.14,519.320665994
1.001,1505196179700,2.898,1717173453886,1.14,519.060682049
1.001,1505153609120,2.898,1717173353316,1.14,519.044123461
1.001,1505846796820,2.898,1717239095888,1.14,519.284407036
1.001,1506053448067,2.898,1717223606887,1.14,519.355157391
1.001,1507470647404,2.898,1717369265497,1.14,519.842897456
1.001,1506042336222,2.898,1717222685806,1.14,519.350191908
1.001,1505301113256,2.898,1717173555938,1.14,519.095538383
1.001,1505202847668,2.898,1717173961061,1.14,519.06140247
1.001,1507387851899,2.898,1717354849751,1.14,519.81587308
1.001,1507549889227,2.898,1717364882691,1.14,519.870656207
1.001,1506159068003,2.898,1717222984235,1.14,519.392245847
1.001,1507407655345,2.898,1717364768548,1.14,519.821886976
1.001,1507425761743,2.898,1717369573263,1.14,519.828541807
1.001,1507490212622,2.898,1717365591858,1.14,519.8500391
1.001,1507371517441,2.898,1717365294132,1.14,519.809889555
1.001,1505941940008,2.898,1717221107836,1.14,519.317637891
1.001,1507127780620,2.898,1717368171550,1.14,519.725721874
1.001,1505680221780,2.898,1717220054376,1.14,519.22753907
1.001,1505027404578,2.898,1717162128034,1.14,519.003703217
1.001,1505082072192,2.898,1717165651966,1.14,519.024891304
1.001,1505093648056,2.898,1717184675911,1.14,519.024712193
1.001,1505520378972,2.898,1717198106970,1.14,519.171826096
1.001,1507257753401,2.898,1717366794622,1.14,519.770620409
1.001,1507337600309,2.898,1717371476368,1.14,519.799331598
1.001,1507565197928,2.898,1717354206101,1.14,519.876817577
1.001,1505398388864,2.898,1717162528027,1.14,519.129679719
1.001,1505136117714,2.898,1717161327597,1.14,519.038595709
1.001,1505270455218,2.898,1717161602219,1.14,519.084776884
1.001,1505160080982,2.898,1717160976016,1.14,519.047537177
1.001,1505438653557,2.898,1717190787171,1.14,519.142492762
1.001,1505839316037,2.898,1717220535623,1.14,519.28252006
1.001,1509412920685,2.898,1717365439300,1.14,520.515346684
1.001,1505761054550,2.898,1717220755986,1.14,519.254807418
1.001,1506908210090,2.898,1717220771339,1.14,519.650218953
1.001,1505792951669,2.898,1717221255128,1.14,519.265104308
1.001,1507136481144,2.898,1717363061141,1.14,519.728480496
1.001,1505705417780,2.898,1717219103701,1.14,519.234626546
1.001,1505751326076,2.898,1717214777652,1.14,519.2492633
1.001,1505636209935,2.898,1717215317647,1.14,519.210616995
1.001,1507147928802,2.898,1717365906958,1.14,519.732472394
1.001,1507081488735,2.898,1717365708267,1.14,519.71030503
1.001,1507228032445,2.898,1717362700401,1.14,519.761731772
1.001,1506947299129,2.898,1717362187602,1.14,519.663129719
1.001,1505610599075,2.898,1717224145427,1.14,519.203277169
1.001,1507192354376,2.898,1717366373454,1.14,519.748041807
1.001,1506166590076,2.898,1717216473526,1.14,519.394120538
1.001,1507033867471,2.898,1717362645955,1.14,519.691276846
