CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503046599112,2.898,1717154939858,1.14,518.308182801
1.001,1503199918976,2.898,1717153782641,1.14,518.360111845
1.001,1503349114427,2.898,1717355995134,1.14,518.411461727
1.001,1503087091823,2.898,1717181151321,1.14,518.322836607
1.001,1503155171145,2.898,1717154554247,1.14,518.344662362
1.001,1503037087933,2.898,1717155238376,1.14,518.304619805
1.001,1503333950442,2.898,1717350182515,1.14,518.406227865
1.001,1503060351902,2.898,1717155221215,1.14,518.313122218
1.001,1503322192712,2.898,1717352225952,1.14,518.402175632
1.001,1503211918527,2.898,1717154574528,1.14,518.364766936
1.001,1503334018318,2.898,1717351133596,1.14,518.406607079
1.001,1503100255035,2.898,1717155491901,1.14,518.327719925
1.001,1503521895832,2.898,1717352392122,1.14,518.470998306
1.001,1503200512279,2.898,1717154483550,1.14,518.360313884
1.001,1503044309755,2.898,1717155803868,1.14,518.307333552
1.001,1503150736614,2.898,1717154672571,1.14,518.343939075
1.001,1503499843633,2.898,1717350369696,1.14,518.463953614
1.001,1503180983806,2.898,1717154485005,1.14,518.3535745
1.001,1506462951039,2.898,1717158853229,1.14,519.486200283
1.001,1503383074158,2.898,1717352437796,1.14,518.423428758
1.001,1503250787960,2.898,1717221893809,1.14,518.378891171
1.001,1503302952712,2.898,1717353001035,1.14,518.396411162
1.001,1503066586256,2.898,1717155571656,1.14,518.315283715
1.001,1503440592834,2.898,1717335150475,1.14,518.44379946
1.001,1503200649797,2.898,1717154221100,1.14,518.361435615
1.001,1503296771123,2.898,1717352099883,1.14,518.394333224
1.001,1503055349640,2.898,1717156054605,1.14,518.310794657
1.001,1503068475641,2.898,1717155958115,1.14,518.316087614
1.001,1503280211518,2.898,1717155759032,1.14,518.389322568
1.001,1503061463432,2.898,1717154997070,1.14,518.312355562
1.001,1503056120223,2.898,1717154642739,1.14,518.311317092
1.001,1503120389015,2.898,1717154982900,1.14,518.333221056
1.001,1503320570998,2.898,1717352596383,1.14,518.401924994
1.001,1503244439402,2.898,1717155083197,1.14,518.376565538
1.001,1503205994863,2.898,1717283962281,1.14,518.363880285
1.001,1503170885275,2.898,1717153793953,1.14,518.3510374
1.001,1503314556565,2.898,1717356890644,1.14,518.40013071
1.001,1503057866210,2.898,1717153973033,1.14,518.311651981
1.001,1503037973619,2.898,1717154924246,1.14,518.305634622
1.001,1503532516452,2.898,1717176524898,1.14,518.476904421
1.001,1503065342436,2.898,1717154811577,1.14,518.314457708
1.001,1503100222045,2.898,1717177784879,1.14,518.326474101
1.001,1503187654857,2.898,1717155645308,1.14,518.357810405
1.001,1503058117547,2.898,1717155686065,1.14,518.311269241
1.001,1503230365320,2.898,1717155195204,1.14,518.371877244
1.001,1503041745248,2.898,1717155102429,1.14,518.306278904
1.001,1503308250945,2.898,1717353505159,1.14,518.399241294
1.001,1503126306520,2.898,1717155646104,1.14,518.335461106
1.001,1503182467564,2.898,1717188016871,1.14,518.355517154
1.001,1503040275868,2.898,1717155353443,1.14,518.306331192
1.001,1503168932122,2.898,1717154452101,1.14,518.350706883
1.001,1503474002134,2.898,1717177343530,1.14,518.455280773
1.001,1503057660630,2.898,1717154704967,1.14,518.311681167
1.001,1503054084838,2.898,1717155248368,1.14,518.310829377
1.001,1503191947658,2.898,1717154021256,1.14,518.358842016
1.001,1503267490060,2.898,1717334604102,1.14,518.384559693
1.001,1503054808397,2.898,1717154725391,1.14,518.310710646
1.001,1503179972661,2.898,1717154091520,1.14,518.354242072
1.001,1503063936713,2.898,1717176835507,1.14,518.314173433
1.001,1503039718492,2.898,1717154740399,1.14,518.305488442
1.001,1503087908985,2.898,1717154808875,1.14,518.322140318
1.001,1503195373176,2.898,1717154111738,1.14,518.359777688
1.001,1566292417536,2.898,1717213498786,1.1,540.118157506
1.001,1526675762558,2.898,1717176562845,1.12,526.456074688
1.001,1503223590174,2.898,1717188896632,1.14,518.369857029
1.001,1503237154883,2.898,1717155209654,1.14,518.374516798
1.001,1503059589636,2.898,1717154940918,1.14,518.312987228
1.001,1503043234508,2.898,1717154947505,1.14,518.306739544
1.001,1503181917486,2.898,1717153932078,1.14,518.354865884
1.001,1503061505926,2.898,1717155150272,1.14,518.312725566
1.001,1503397113688,2.898,1717350065874,1.14,518.429357022
1.001,1503076288054,2.898,1717180501801,1.14,518.318546498
1.001,1503033282860,2.898,1717154492795,1.14,518.302817179
1.001,1503064625101,2.898,1717155620925,1.14,518.314993982
1.001,1503081996367,2.898,1717155169570,1.14,518.320708484
1.001,1503044850521,2.898,1717155006243,1.14,518.308760536
1.001,1503070648587,2.898,1717155536092,1.14,518.316181017
1.001,1503062743840,2.898,1717155091255,1.14,518.314416456
1.001,1503047542070,2.898,1717154812430,1.14,518.30794269
1.001,1503180471010,2.898,1717154044098,1.14,518.35404926
1.001,1504174289636,2.898,1717155347762,1.14,518.696172785
