CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503749689139,2.9,1717161658911,1.14,518.212764295
1.001,1503483308950,2.898,1717158828240,1.14,518.45875491
1.001,1503141593023,2.898,1717158722559,1.14,518.34109601
1.001,1503285501562,2.898,1717157436789,1.14,518.390813453
1.001,1503306877115,2.898,1717158831285,1.14,518.397819831
1.001,1503442214440,2.898,1717159128306,1.14,518.445293523
1.001,1503176411477,2.898,1717157763876,1.14,518.35396897
1.001,1503434707304,2.898,1717348583936,1.14,518.441780714
1.001,1503175198412,2.898,1717156714523,1.14,518.352432381
1.001,1503049075398,2.898,1717155762469,1.14,518.308273839
1.001,1503216413078,2.898,1717154625246,1.14,518.368204874
1.001,1503083989247,2.898,1717155559956,1.14,518.320223321
1.001,1503444641818,2.898,1717154566672,1.14,518.445741294
1.001,1503041491299,2.898,1717155047507,1.14,518.306100265
1.001,1503057254180,2.898,1717155584047,1.14,518.312749574
1.001,1503060154048,2.898,1717155317866,1.14,518.313100338
1.001,1503297973103,2.898,1717350340310,1.14,518.393915083
1.001,1503230294298,2.898,1717177353892,1.14,518.371524553
1.001,1503039127708,2.898,1717155176641,1.14,518.306141339
1.001,1503267523972,2.898,1717155645936,1.14,518.384139069
1.001,1503298766673,2.898,1717350998560,1.14,518.394760861
1.001,1503058187339,2.898,1717155047165,1.14,518.31279426
1.001,1503065328237,2.898,1717155059461,1.14,518.315961334
1.001,1503270044588,2.898,1717346148216,1.14,518.384220782
1.001,1503080713634,2.898,1717178435099,1.14,518.320576915
1.001,1503261349531,2.898,1717156300980,1.14,518.382785847
1.001,1503055490589,2.898,1717155073185,1.14,518.311472462
1.001,1503318505150,2.898,1717355497233,1.14,518.40095873
1.001,1503042346479,2.898,1717154901147,1.14,518.306716193
1.001,1503041702267,2.898,1717155026344,1.14,518.305749109
1.001,1503034528851,2.898,1717154322557,1.14,518.303637513
1.001,1503125038627,2.898,1717155276835,1.14,518.334282602
1.001,1503240659533,2.898,1717155203924,1.14,518.375029504
1.001,1503042127132,2.898,1717155001650,1.14,518.30649539
1.001,1503058719911,2.898,1717154987460,1.14,518.312530999
1.001,1503043631542,2.898,1717155310124,1.14,518.307665835
1.001,1503044714618,2.898,1717155337704,1.14,518.30858895
1.001,1503135428747,2.898,1717155087637,1.14,518.33915789
1.001,1503086767220,2.898,1717155083468,1.14,518.321162985
1.001,1503050662311,2.898,1717154824621,1.14,518.309557806
1.001,1503684388152,2.898,1717155514485,1.14,518.527182288
1.001,1503148192540,2.898,1717156247424,1.14,518.343090331
1.001,1503050876255,2.898,1717155294921,1.14,518.309686716
1.001,1506819327183,2.898,1717345808547,1.14,519.608095867
1.001,1503184006247,2.898,1717155317291,1.14,518.355166405
1.001,1503055848765,2.898,1717155242989,1.14,518.311205992
1.001,1503117354768,2.898,1717180466138,1.14,518.332496437
1.001,1503396174989,2.898,1717155306935,1.14,518.427804985
1.001,1503084633158,2.898,1717176834173,1.14,518.32089633
1.001,1503059439526,2.898,1717155474051,1.14,518.312822825
1.001,1503048035206,2.898,1717155820050,1.14,518.308384181
1.001,1503034233441,2.898,1717155400731,1.14,518.302971037
1.001,1503039351582,2.898,1717154502620,1.14,518.304780439
1.001,1503051965066,2.898,1717155459475,1.14,518.31019906
1.001,1503416254316,2.898,1717350560001,1.14,518.434645411
1.001,1503064824882,2.898,1717154817189,1.14,518.314196986
1.001,1503316510891,2.898,1717355980672,1.14,518.400977869
