CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503382266890,3.249,1717016015675,1.14,462.341458968
1.001,1503400240107,3.25,1717016417918,1.14,462.201703861
1.001,1503742674078,3.264,1717022257247,1.14,460.369584684
1.001,1503017718779,3.283,1717002107473,1.14,457.424465837
1.001,1566346419234,3.295,1717057695592,1.1,475.049093454
1.001,1502882576990,3.294,1717004844516,1.14,455.837036297
1.001,1503117596810,3.273,1717014412578,1.14,458.89178386
1.001,1503428660484,3.247,1717023665166,1.14,462.612729619
1.001,1503488546454,3.258,1717021742161,1.14,461.199271246
1.001,1503307862165,3.265,1717021627538,1.14,460.124503167
1.001,1503421569224,3.246,1717023746827,1.14,462.845055461
1.001,1503723786158,3.254,1717021818630,1.14,461.832660672
1.001,1503378375370,3.27,1717019705167,1.14,459.440125268
1.001,1503256744030,3.271,1717018637858,1.14,459.262584972
1.001,1503251053185,3.27,1717016993792,1.14,459.359859337
1.001,1503394697952,3.248,1717020888597,1.14,462.540492649
1.001,1503361912026,3.25,1717020861452,1.14,462.288269083
1.001,1503439079904,3.248,1717021843134,1.14,462.549311062
1.001,1503401238522,3.248,1717021228745,1.14,462.545512844
1.001,1503401814763,3.247,1717020803704,1.14,462.636659855
1.001,1503419922894,3.247,1717020981685,1.14,462.737774322
1.001,1503476716074,3.246,1717021872441,1.14,462.799089702
1.001,1503475071569,3.246,1717020363872,1.14,462.838200928
1.001,1503560314373,3.246,1717020972858,1.14,462.804652458
1.001,1503423877338,3.246,1717020305445,1.14,462.788931525
1.001,1503469253880,3.246,1717020818070,1.14,462.7643114
1.001,1503437724972,3.247,1717021004842,1.14,462.671013896
1.001,1503419213874,3.247,1717020292999,1.14,462.71064856
1.001,1503428390602,3.247,1717021128678,1.14,462.725394108
1.001,1503462051629,3.247,1717020003321,1.14,462.675730797
1.001,1503425366108,3.246,1717020633659,1.14,462.760362516
1.001,1505712363720,3.247,1717021543606,1.14,463.398318995
1.001,1503456057716,3.246,1717020735423,1.14,462.819049282
1.001,1503442552753,3.246,1717020296822,1.14,462.802657067
1.001,1503437355767,3.246,1717020044952,1.14,462.817424518
1.001,1503430304985,3.246,1717019644158,1.14,462.772565981
1.001,1503434005275,3.247,1717019841311,1.14,462.726018999
1.001,1505813214180,3.245,1717021672097,1.14,463.646977107
1.001,1503428991603,3.246,1717018529555,1.14,462.779886323
1.001,1503434213332,3.246,1717019671448,1.14,462.85195582
1.001,1503533923423,3.246,1717019268045,1.14,462.895186245
1.001,1503453629985,3.246,1717019319100,1.14,462.79559145
1.001,1503408351313,3.247,1717018571962,1.14,462.62772266
1.001,1503543451590,3.247,1717018885976,1.14,462.69237684
1.001,1503456557880,3.246,1717018573510,1.14,462.75604909
1.001,1503420525408,3.247,1717018496582,1.14,462.730950929
1.001,1503494468961,3.245,1717017725059,1.14,462.917941626
1.001,1503427840524,3.247,1717015991976,1.14,462.675901797
1.001,1503422041659,3.247,1717017574364,1.14,462.60439282
1.001,1503421550708,3.246,1717017812184,1.14,462.752062016
1.001,1503434036960,3.246,1717017907584,1.14,462.820764917
1.001,1503442059190,3.247,1717017301249,1.14,462.681231884
1.001,1503447929674,3.246,1717017498281,1.14,462.825397972
1.001,1503413089233,3.247,1717015922068,1.14,462.693591327
1.001,1503519281218,3.247,1717016107593,1.14,462.680006867
1.001,1503403231451,3.248,1717014887114,1.14,462.587164572
1.001,1503420753743,3.247,1717015189539,1.14,462.645966872
1.001,1503410513424,3.248,1717015253324,1.14,462.586901551
1.001,1503422616019,3.247,1717015969152,1.14,462.669413084
1.001,1503407357714,3.246,1717014848872,1.14,462.786244915
1.001,1503733923961,3.247,1717015013622,1.14,462.763231753
1.001,1503437014345,3.247,1717015159453,1.14,462.674871245
