CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503052043872,3.288,1717005536940,1.14,456.857560018
1.001,1502912488235,3.288,1717004372731,1.14,456.704089884
1.001,1502911571461,3.29,1717003935750,1.14,456.507412657
1.001,1502916492913,3.289,1717004224258,1.14,456.543033505
1.001,1502990815024,3.272,1717010895794,1.14,458.967029947
1.001,1502868273592,3.093,1717058558191,1.14,485.568187228
1.001,1503030634183,3.093,1717132314871,1.14,485.658069807
1.001,1502866364228,3.094,1717058410491,1.14,485.448450898
1.001,1502913268014,3.106,1717073615439,1.14,483.574283481
1.001,1502937185513,3.291,1717004070387,1.14,456.290603637
1.001,1502968258144,3.29,1717004627525,1.14,456.550043898
1.001,1502917791639,3.29,1717004510777,1.14,456.513714328
1.001,1502896794759,3.291,1717004027204,1.14,456.336930318
1.001,1502891568871,3.291,1717002305579,1.14,456.310686682
1.001,1502904420853,3.292,1717003539083,1.14,456.204512257
1.001,1502899793279,3.291,1717003793802,1.14,456.374703566
1.001,1502894335389,3.289,1717004014417,1.14,456.568929158
1.001,1502927222176,3.291,1717003414073,1.14,456.327400195
1.001,1502904489156,3.29,1717004142578,1.14,456.492802667
1.001,1502916872215,3.291,1717003446611,1.14,456.328551872
1.001,1502899232330,3.256,1716999467351,1.14,461.300948422
1.001,1502920663823,3.094,1717079051673,1.14,485.381520658
1.001,1503083675462,3.094,1717148064180,1.14,485.381368563
1.001,1503937955550,3.094,1717058782725,1.14,485.68791593
1.001,1502845250261,3.094,1717057594236,1.14,485.297210799
1.001,1502921583938,3.167,1717096633722,1.14,474.184022878
1.001,1503388741460,3.292,1717003637675,1.14,456.269934362
1.001,1502892469320,3.291,1717002932350,1.14,456.358812768
1.001,1502886188408,3.294,1717002380812,1.14,455.954818923
1.001,1502933367615,3.169,1717051728709,1.14,473.974546414
1.001,1502892919768,3.093,1717060632942,1.14,485.60886328
1.001,1502941927595,3.093,1717081139370,1.14,485.52505542
1.001,1502913350570,3.092,1717063854522,1.14,485.763780142
1.001,1502863787284,3.094,1717059604684,1.14,485.39176199
1.001,1502914554689,3.095,1717060106354,1.14,485.162311942
1.001,1502869762066,3.178,1717045472821,1.14,472.604730467
1.001,1502868518229,3.295,1717002789672,1.14,455.697570852
1.001,1502936193090,3.295,1717003107433,1.14,455.72059535
1.001,1502901825436,3.235,1717026466423,1.14,464.191742338
1.001,1502841406967,3.095,1717059996746,1.14,485.148099469
1.001,1502901982735,3.096,1717078828052,1.14,485.133794573
1.001,1502878216298,3.096,1717059153543,1.14,485.137954821
1.001,1502952879640,3.096,1717059701817,1.14,485.158242302
1.001,1502874370686,3.096,1717059578935,1.14,485.118308146
1.001,1502838526937,3.095,1717059522154,1.14,485.145703763
1.001,1502839221644,3.095,1717059458758,1.14,485.13988151
1.001,1502829855491,3.095,1717058978231,1.14,485.128044159
1.001,1502893928557,3.282,1717006469970,1.14,457.522260662
1.001,1502884804572,3.293,1717002896559,1.14,456.005303542
1.001,1502913599229,3.295,1717003092141,1.14,455.834819066
1.001,1502886070687,3.295,1717002894880,1.14,455.822303733
1.001,1502901655552,3.295,1717002761571,1.14,455.839627908
1.001,1502937104221,3.295,1717002843878,1.14,455.837368864
1.001,1502888680052,3.295,1717003019165,1.14,455.831520472
1.001,1502882922540,3.295,1717002603445,1.14,455.832277814
1.001,1502932782674,3.295,1717002280859,1.14,455.852511296
1.001,1502886951566,3.295,1717002395946,1.14,455.808320298
1.001,1502918852791,3.295,1717002602611,1.14,455.844381634
1.001,1502880579547,3.295,1717002438998,1.14,455.82870904
1.001,1502902923054,3.294,1717002564075,1.14,455.845694805
1.001,1504880855738,3.295,1717004219414,1.14,456.429048243
1.001,1502891536725,3.295,1717002610289,1.14,455.82870099
1.001,1502892888334,3.295,1717001732706,1.14,455.808749832
1.001,1502901454349,3.295,1717002214981,1.14,455.817669921
1.001,1502902566396,3.295,1717001978965,1.14,455.812851218
1.001,1502880161539,3.295,1717002241513,1.14,455.800856095
1.001,1502982417806,3.295,1717001602019,1.14,455.840293997
1.001,1502983159658,3.294,1717001844354,1.14,455.913068561
1.001,1502897018856,3.292,1717002503067,1.14,456.12653491
1.001,1502899469348,3.292,1717001616664,1.14,456.208951029
1.001,1502907700477,3.291,1717003595178,1.14,456.354721351
1.001,1502925100335,3.291,1717002438173,1.14,456.376177882
1.001,1502911981881,3.29,1717002545307,1.14,456.412103323
1.001,1502905626630,3.29,1717001916704,1.14,456.454489552
1.001,1502981750944,3.289,1717002774071,1.14,456.688485577
1.001,1502871509847,3.294,1717000185733,1.14,455.959504731
1.001,1503018460622,3.294,1717000400417,1.14,455.971937039
1.001,1502878510095,3.294,1717000142888,1.14,455.845098201
1.001,1502920218875,3.295,1716999912584,1.14,455.843219413
1.001,1502895480733,3.294,1717000004209,1.14,455.849658298
1.001,1502898036994,3.295,1717000592823,1.14,455.83976735
1.001,1502891594969,3.294,1717000621200,1.14,455.89838638
1.001,1503348653293,3.259,1717020917957,1.14,460.938838221
1.001,1503408758351,3.25,1717019061862,1.14,462.26178286
1.001,1503319087807,3.269,1717023758920,1.14,459.55080167
1.001,1503329418946,3.269,1717023323353,1.14,459.55099374
1.001,1503299992728,3.269,1717023615121,1.14,459.515758367
1.001,1503317682159,3.264,1717019531861,1.14,460.288917667
1.001,1503339375497,3.259,1717017348075,1.14,460.935709049
1.001,1503524084931,3.251,1717016949968,1.14,462.150620777
1.001,1503283124978,3.269,1717014527837,1.14,459.461752975
1.001,1505854725789,3.27,1717020771878,1.14,460.154721801
1.001,1503363397897,3.258,1717018817902,1.14,461.122580446
