CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1503309906855,2.898,1717337443777,1.14,518.398296602
1.001,1503072599109,2.898,1717154675619,1.14,518.31736806
1.001,1503077492587,2.898,1717156819174,1.14,518.319225474
1.001,1503075100669,2.898,1717153867915,1.14,518.316913276
1.001,1503095761600,2.898,1717179899954,1.14,518.324789095
1.001,1503272967085,2.898,1717153096725,1.14,518.385641959
1.001,1503373890440,2.898,1717152362175,1.14,518.420232655
1.001,1503055153281,2.898,1717154057444,1.14,518.311113938
1.001,1503191250096,2.898,1717154067928,1.14,518.358532381
1.001,1503111252143,2.898,1717153472804,1.14,518.330072132
1.001,1503055184093,2.898,1717153542672,1.14,518.310676263
1.001,1503056218263,2.898,1717153739036,1.14,518.310922189
1.001,1503262134648,2.898,1717154424914,1.14,518.382669309
1.001,1503055894179,2.898,1717153885337,1.14,518.312320916
1.001,1503091793585,2.898,1717154661813,1.14,518.323323713
1.001,1503085017350,2.898,1717154090727,1.14,518.320986663
1.001,1503071006414,2.898,1717154651657,1.14,518.31694326
1.001,1503097386684,2.898,1717155128835,1.14,518.32493794
1.001,1503259327449,2.898,1717154567291,1.14,518.381637043
1.001,1503074839877,2.898,1717153773511,1.14,518.317438737
1.001,1503097506269,2.898,1717154587725,1.14,518.326443481
1.001,1503081562089,2.898,1717154859003,1.14,518.319800277
1.001,1503167002372,2.898,1717153578188,1.14,518.349925859
1.001,1503136190899,2.898,1717154502353,1.14,518.339130589
1.001,1503067452151,2.898,1717153952412,1.14,518.31600998
1.001,1503132875246,2.898,1717153599107,1.14,518.336823561
1.001,1503073803982,2.898,1717155879091,1.14,518.317058795
1.001,1503070210622,2.898,1717154369126,1.14,518.315997093
1.001,1503263809843,2.898,1717153255528,1.14,518.383608512
1.001,1503076150478,2.898,1717154294701,1.14,518.318531298
1.001,1503104402698,2.898,1717180051110,1.14,518.327642023
1.001,1503223510220,2.898,1717179330423,1.14,518.369842642
1.001,1503072396982,2.898,1717154250010,1.14,518.31598943
1.001,1503107212936,2.898,1717179540493,1.14,518.328570504
1.001,1503057750699,2.898,1717154190529,1.14,518.31153375
1.001,1503140664952,2.898,1717154541539,1.14,518.34072496
1.001,1503059320040,2.898,1717154115153,1.14,518.312685516
1.001,1503365524748,2.898,1717153017634,1.14,518.417619794
1.001,1503086660373,2.898,1717154310343,1.14,518.322442639
1.001,1503293357499,2.898,1717181053539,1.14,518.393613689
1.001,1503071238243,2.898,1717155674163,1.14,518.316809595
1.001,1503058334287,2.898,1717154222555,1.14,518.311757057
1.001,1503246779514,2.898,1717154310308,1.14,518.376490117
1.001,1503184269030,2.898,1717181050510,1.14,518.355388935
1.001,1503259344764,2.898,1717152475312,1.14,518.381077119
1.001,1503172292812,2.898,1717153239490,1.14,518.351787883
1.001,1503047384912,2.898,1717153870074,1.14,518.307595535
1.001,1503377647982,2.898,1717337618986,1.14,518.422608417
1.001,1503145252187,2.898,1717154535370,1.14,518.341726977
1.001,1503142721206,2.898,1717154360578,1.14,518.342952023
1.001,1503146651165,2.898,1717172188978,1.14,518.342207881
1.001,1503221483385,2.898,1717153297769,1.14,518.368898642
1.001,1503182999185,2.898,1717153248854,1.14,518.35414273
1.001,1503085193351,2.898,1717154494284,1.14,518.320754112
1.001,1503142629602,2.898,1717154572865,1.14,518.340813672
