50000,0.8068884544099253,0.8599885160536989,0.9338085967291374,1.258413697222528,0.9328480891750243,0.8937200443810994,1.0820954213514986,1.1881085550347927,1.1050155495581373,1.1979001882038587,0.8851076203108814,1.1491799272238954,1.1783707293446704,1.2223776167895377,1.3401361167496129,1.0052110340788258,1.4349689602370457,1.0497778448652382,0.9587590267298317
5000,1.0592557089471006,0.9945653808511279,1.0921102023128557,1.0410356484685925,0.8297487051953406,0.7837529948382868,0.8249455025310767
10000,1.467014928974606,1.3370463565303128,1.3174411294940986,1.3112445159788713,1.3317989844766727,1.3603636480970898,1.234635477432467,1.4377235965945292,1.514216219170957,1.2472422956583977
75000,0.9660426430023569,1.4187198420580542,1.1475406645081325,1.4961797739082994,1.1964247770428809,0.949002292205851
100000,0.8688920283214105,1.2548639113706077,1.2886413204115688,0.914588745029507,0.929369196315687
25000,0.9693219929605373,1.2631524628104196,1.1810307954737607,1.384188367171338
1000,0.716006563076498,0.7261300004422931,0.8215921333962093,1.237676858543508,1.088463758262946,1.3919340018531015,0.7335363054303492,1.313579073138088,0.948118302274241,1.2065460069575988,0.7448079645888493,1.2155163746610855,0.8763375197415386,1.3269646885966593,1.2315179349177334,1.1995917586954394,1.0856500442942087,1.4711611554709867,1.2007098620547931,1.0784421223367655,0.8349694661949094,0.8048999468188136,0.7611256400727026,1.0969031226479418,0.9580706571105783,1.1014862902077391,0.9600175225724756,1.0927310137861865,0.7951770991693572,1.078055885901352,1.5216136157750255,0.9171695938879341,0.9917174363212317,0.8839730943570746,0.8552774921689767,1.038996092744221,0.7417660736789575,1.0463476129481026,1.220257793078021,0.7715911505396381,1.1496297019960207,0.8138659850030432,0.9970054575853236,0.8776689539423002,0.7722086204735232,0.785552095599921,0.8490028296029875,1.356077179994032,0.8474493415432347,0.7898000222676888,0.770367214884845,0.7725116206919148,0.7791788468813801,0.7706515565223637,0.7848900677594075,1.4034841749316684,0.7886309127786921,1.2954262084725587,1.1031239610247872,1.1525608410739863,1.0760279526323127,1.0777279043014254,1.046698105937184,0.9684758793048872,1.252363143637052,1.0049357215308072,0.9641172453097242,1.199214641832564,0.9510771203380008,1.2725928090408969,1.3823044310750705,1.417045853273267,0.9608636895711199
