50000,28.890182319010677,29.071490988455267,29.576875201008164,29.528151481313987,28.638308200988522,29.794560085457096,29.378608612117574,29.61778563701214,29.40994364937346,29.393084270575386,29.927702983291322,29.65767715760862,28.991662992623773,29.256293497072093,31.329943130607628,29.326077403370178,28.922649288134743,29.551219493928805,30.3768689681643
5000,29.33609783059645,30.71036103101515,29.107849831813827,29.67855634779723,34.98062642186686,28.86713118185854,29.705537725468346
10000,29.51470107588039,29.389679837983866,29.038023934534753,28.88519108416479,29.89948334281089,29.37717076326844,29.592906509323765,29.37118124830794,29.439902649643557,29.084782131294613
75000,31.464175955315625,31.104108426495706,28.971464434715145,29.663562750374556,29.552649672721277,29.609802853162858
100000,28.899790019215438,29.097664322068006,29.593857774685674,31.206512929621148,31.271835222908745
25000,28.95611665450879,29.04222158371698,29.5478497143043,29.317659536321607
1000,29.88707757147179,29.45340358165017,29.017788378557853,29.274453905753077,29.540371858607973,30.03490090696264,29.509608858781217,29.41740887655645,29.730646170379,29.294696679960296,30.23491236905095,30.80860391069017,30.086864286744703,29.619123612023007,29.108960163557306,29.210624261509672,29.876105786616915,30.50915549665388,29.92314374184853,29.816887805391325,32.93899297401248,29.20860587832893,30.070509765698528,30.36702790561458,29.426779830590522,29.824584537525517,29.164309071909393,29.94963829935276,29.530893316210825,29.86339746473102,29.46782150057137,29.74699640396083,30.077374134435438,28.96320117402861,29.78244022124903,29.933116151991317,29.420855720545653,29.975926085230547,29.480836669319917,30.89833900941226,29.606950604444066,30.24257304426312,30.390459762227156,29.889520972499383,30.793670676799955,29.844984911030338,30.74161372572347,29.786123235828327,29.801269064279623,29.14661575614505,29.808224010348184,29.44789090736666,29.623642125613237,29.760329624531263,29.954504700480015,29.677272641040688,30.606090036574763,29.687047321737715,30.538366573259772,29.27734024102182,30.10814417740234,29.90291839084084,29.932402885385407,30.10133003047541,29.355451590125465,29.361507621574518,29.652280993940266,30.085136186805283,30.37849123731623,30.442352668256596,29.493905955857297,29.847597785896728,30.09129323618584
