100000,1.12,1.62,1.67,1.2,1.22
50000,1.04,1.11,1.21,1.63,1.2,1.16,1.4,1.54,1.43,1.55,1.15,1.49,1.52,1.58,1.76,1.3,1.85,1.36,1.25
5000,1.37,1.3,1.41,1.35,1.12,1.01,1.07
10000,1.9,1.73,1.7,1.69,1.73,1.76,1.6,1.86,1.96,1.61
25000,1.25,1.63,1.53,1.79
1000,0.93,0.94,1.06,1.6,1.41,1.81,0.95,1.7,1.23,1.56,0.97,1.59,1.14,1.72,1.59,1.55,1.41,1.92,1.56,1.4,1.11,1.04,0.99,1.43,1.24,1.43,1.24,1.42,1.03,1.4,1.97,1.19,1.29,1.14,1.11,1.35,0.96,1.36,1.58,1.01,1.49,1.06,1.3,1.14,1.01,1.02,1.11,1.76,1.1,1.02,1.0,1.0,1.01,1.0,1.02,1.82,1.03,1.68,1.44,1.49,1.4,1.4,1.36,1.26,1.62,1.3,1.25,1.56,1.24,1.66,1.79,1.84,1.25
75000,1.27,1.86,1.48,1.94,1.55,1.23
