avg_cycles,4000000000000,800000000000,80000000000,8000000000000,2000000000000,8000000000,8000000,6000000000000,4000000000000,800000000000,80000000000,8000000000000,2000000000000,8000000000,8000000,6000000000000,4000000000000,800000000000,80000000000,8000000000000,2000000000000,8000000000,8000000,6000000000000
Average,3505819469555.5,700919273944.44,70087774761.88,7008580625468.8,1752343626517.2,7009739920.36,7692090.16,5256619890783.6,3506399054716.4,703925127906.36,70439369323.12,7014566727183.8,1752711773312.8,7037417270.28,7709551.28,5260258174500.7,3504320043248.7,701601020991.04,70086013597.48,7008532384260.5,1752127607676.2,7010581441.72,7700718.96,5256313123767.7
Std,2773905199.416408,311544185.01383793,7285539.618300002,542537907.7868801,609410072.1537635,667062.6928998053,23995.609665589527,409496391.55326396,2008831054.4922705,8052002489.578938,874953146.628434,7193805912.147053,1952306960.7377417,68796376.03111619,85983.07233525677,6421226607.832834,193538152.2574662,3684638471.432797,6068943.805468557,633773227.0200449,152426141.49801475,1852730.9913542164,35023.98849417353,429668584.7144519
CI,2259630735.0557547,160507564.1191293,3753510.011348161,441952858.23971176,496427105.57696784,343670.6993819797,12362.538099711724,333576876.5431687,1636399251.5750663,4148391682.631068,450775861.14296913,5860093901.021989,1590354570.7598112,35443892.93123107,44298.478867124286,5230748694.248635,157656706.27059573,1898325740.482177,3126719.8485774007,516273397.92695683,124166750.26505384,954527.0067456923,18044.3588721982,350009200.066731
