323.463100,
409.497500,
330.404500,
402.475900,
336.396600,
408.460200,
411.507200,
402.505000,
335.469400,
329.381900,
336.484600,
394.555900,
447.567900,
436.563400,
408.540900,
406.516200,
639.383100,
577.188200,
628.317100,
588.570200,
630.330900,
641.434400,
590.597300,
586.483400,
588.534200,
640.399500,
536.940800,
595.079400,
521.414000,
608.238400,
517.139700,
522.532000,
605.136100,
608.207500,
601.072200,
519.234300,
596.935700,
638.592500,
538.946800,
681.548800,
660.465800,
678.614400,
681.593800,
676.701600,
665.650100,
670.749700,
673.729400,
682.459800,
673.422700,
570.693100,
549.247900,
622.873100,
595.526400,
449.179300,
581.687200,
575.512200,
461.054900,
514.291000,
556.199600,
230.553500,
402.421500,
236.784900,
539.398500,
526.203300,
520.780600,
526.346200,
586.960700,
625.507400,
637.626200,
591.908800,
544.882100,
554.683900,
621.348600,
646.450000,
553.576800,
664.873500,
665.854800,
673.699100,
676.682000,
677.780400,
676.735200,
646.057900,
601.831000,
597.815300,
593.103800,
643.887100,
602.681700,
600.687800,
641.998700,
552.784400,
624.726700,
648.874300,
593.601700,
627.051900,
448.161200,
441.721000,
672.531500,
555.874300,
654.549400,
552.653600,
668.576900,
426.396400,
612.730200,
596.972000,
673.683200,
666.243900,
631.951900,
671.646500,
286.184400,
274.350400,
439.251200,
276.455800,
542.808300,
634.556200,
542.814800,
538.022500,
440.016700,
530.309800,
512.712800,
539.294600,
541.516400,
437.030200,
435.904900,
668.575800,
675.635700,
661.446400,
664.493600,
674.733200,
679.786900,
666.639900,
681.723300,
669.418000,
652.377500,
613.693200,
658.127100,
657.094800,
653.390000,
661.442500,
658.164300,
623.870100,
631.262100,
673.525600,
665.471900,
630.239700,
619.728700,
658.063300,
633.297700,
664.502500,
551.080200,
670.490900,
640.313900,
571.870300,
368.318200,
596.985100,
597.970000,
515.519300,
616.958000,
598.804800,
600.782100,
503.191900,
369.674100,
574.138400,
520.833300,
580.260800,
570.989400,
566.699000,
574.036600,
629.138000,
547.857400,
551.208300,
540.086900,
592.660700,
622.207700,
596.563000,
622.170200,
625.289700,
635.010900,
552.440600,
651.927500,
458.648900,
559.475800,
605.224600,
539.017400,
551.948700,
620.125700,
439.847500,
518.876900,
617.883500,
609.797900,
534.885600,
614.893500,
614.972400,
615.955400,
616.036800,
500.017900,
524.458100,
635.316700,
629.306400,
637.082500,
522.381500,
525.741600,
535.822800,
608.697600,
484.240000,
613.619300,
584.193000,
614.694400,
482.167000,
590.376100,
581.258100,
483.301900,
478.758500,
473.312000,
606.317900,
567.656900,
633.516100,
599.268600,
618.365900,
579.667600,
587.876400,
627.512100,
626.546500,
585.943900,
627.627800,
615.518600,
627.692700,
582.669000,
571.410900,
570.667300,
599.011900,
659.353200,
669.411800,
629.113900,
678.376000,
678.276400,
671.300700,
670.185300,
664.204200,
669.129100,
639.009000,
559.224100,
646.090800,
647.926100,
645.888100,
649.006300,
600.480700,
551.978500,
359.080200,
361.265700,
503.169100,
363.247900,
494.466200,
557.121000,
575.737100,
565.285600,
379.435400,
644.341900,
647.330400,
644.398900,
641.357100,
599.672200,
647.218400,
655.341400,
599.681500,
564.131700,
561.005500,
644.171000,
562.102500,
623.278700,
620.268600,
622.326700,
628.427600,
520.570600,
603.345800,
647.682700,
596.314800,
647.754200,
610.588700,
645.811700,
613.691000,
604.534900,
642.963600,
656.989600,
598.309500,
643.760700,
598.372700,
596.382900,
643.856100,
594.433500,
640.925300,
646.985800,
663.597100,
470.416900,
672.534700,
663.481500,
676.445900,
665.407500,
676.382000,
664.311700,
600.127500,
609.910200,
608.892400,
647.383400,
665.492800,
653.404200,
610.945800,
620.122600,
649.434500,
615.030300,
606.904300,
583.357200,
654.276900,
624.963600,
521.349800,
619.336000,
605.099400,
512.802900,
620.323600,
630.456100,
603.020200,
622.262500,
587.285300,
449.122300,
563.296900,
556.781700,
643.046100,
625.882400,
289.361800,
551.208500,
646.274500,
620.927300,
580.490400,
553.013800,
544.100600,
597.689300,
673.865900,
530.020100,
282.256300,
273.766100,
438.592200,
587.560700,
441.860900,
679.844400,
542.885900,
441.051500,
592.505900,
551.612700,
595.619600,
442.340800,
547.538100,
546.519600,
594.740900,
551.810200,
598.877300,
535.441500,
440.855000,
552.074600,
533.135900,
556.115100,
548.868400,
458.581600,
560.463300,
271.001700,
535.076900,
560.550800,
473.604700,
567.837900,
218.965200,
467.299800,
591.536700,
649.501000,
668.024600,
644.423500,
598.092700,
580.808200,
648.351300,
602.060500,
574.606700,
646.241400,
652.219700,
404.310000,
439.962300,
281.436600,
442.082700,
543.591600,
534.713100,
579.875700,
565.497000,
578.655200,
558.084400,
436.821600,
536.902100,
448.465600,
430.907900,
463.778200,
673.802200,
547.265600,
564.588000,
217.516300,
563.505300,
460.205600,
557.121300,
680.128700,
679.092800,
676.912500,
667.852700,
668.966400,
675.941300,
442.116400,
439.949900,
552.124600,
595.533100,
560.324700,
549.756900,
437.594800,
591.327900,
637.653100,
642.693700,
433.135800,
591.216000,
607.205600,
587.394000,
592.362300,
588.328100,
668.588400,
632.358300,
664.586100,
634.392700,
633.345400,
666.545000,
658.525600,
656.505400,
567.549200,
597.427000,
455.789300,
458.011200,
596.262200,
601.398600,
446.991500,
566.461900,
648.845300,
599.276400,
559.286300,
591.194200,
378.817700,
588.171700,
507.789800,
442.128500,
642.814700,
382.165700,
571.236100,
648.077000,
540.891100,
402.142900,
523.700400,
559.720700,
364.709700,
563.164000,
581.955100,
364.680100,
574.797000,
499.591700,
361.652300,
516.451400,
364.874000,
567.485500,
594.871800,
615.992300,
556.502000,
644.447700,
599.253200,
629.511000,
643.090300,
626.681800,
566.233900,
518.073600,
622.739300,
579.834200,
576.725000,
622.737700,
582.885700,
619.141000,
583.893300,
571.478700,
537.064100,
662.513000,
436.977900,
671.636900,
603.435300,
537.319000,
660.572200,
601.354200,
605.377000,
609.613900,
286.818100,
520.403200,
521.445500,
605.728000,
605.697500,
520.551600,
440.205600,
262.071600,
537.021000,
632.330700,
439.455700,
654.785000,
604.156000,
668.795100,
534.711400,
586.590800,
640.253300,
582.425900,
648.225700,
581.604100,
633.355100,
644.371800,
630.262600,
625.206600,
630.095300,
545.794000,
521.758500,
551.250100,
505.847600,
586.248800,
361.908400,
560.741500,
369.587300,
503.916100,
501.763100,
581.374800,
366.398200,
567.111600,
373.394100,
585.767900,
512.937800,
382.939600,
567.257500,
506.347000,
671.150800,
671.180800,
561.970800,
588.502700,
663.231300,
662.260100,
666.320700,
624.110900,
673.411600,
662.414900,
