CPU utilized,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
cycles,1511519817104.0,1511221497484.0,1510812031690.0,1511987613968.0,1512552988034.0,1510907620755.0,1511196630115.0,1513976348985.0,1512342068499.0,1513835321564.0,1510264678102.0,1513452639867.0,1513158107656.0,1514375233675.0,1510355670484.0,1511661815806.0,1510686429438.0,1511213564581.0,1510906252113.0,1510514708136.0,1512152851044.0,1510685271954.0,1513379861368.0,1513408516583.0,1510555754555.0,1513111844998.0,1512083642484.0,1511045977950.0,1513693206893.0,1513737795167.0,1511645653295.0,1510664886915.0,1511379958487.0,1513675136514.0,1513238331106.0,1513505875578.0,1513363348503.0,1514871517675.0,1511792296855.0,1510356039645.0,1511080829121.0,1511325862940.0,1513710802240.0,1513395118047.0,1514534069226.0,1510852801544.0,1511186545312.0,1510926658213.0,1511167598833.0,1513300059742.0,1510124126267.0,1510884252036.0,1510594428474.0,1513714075372.0,1513034693574.0,1510313859541.0,1510760566157.0,1510812711130.0,1511922776323.0,1510594579593.0,1512376436942.0,1510594925491.0,1511188468624.0,1514167231930.0,1513322014149.0,1511704735197.0,1513320444907.0,1511556183215.0,1511951951928.0,1510628601148.0,1509891176572.0,1513506101631.0,1513468764474.0,1514320569151.0,1514180175649.0,1510995587982.0,1511168480682.0,1511265761069.0,1510288368500.0,1510838001425.0,1511641121064.0,1510347277655.0,1513511699013.0,1513063114890.0,1513595537302.0,1510176236852.0,1512763479561.0,1510705455872.0,1511644800506.0,1513396003424.0,1512867547853.0,1512600829034.0,1511708865921.0,1512774661161.0,1511043112592.0,1511152999241.0,1510925492503.0,1510673297592.0,1511874350735.0,1513652446604.0,1510171237619.0,1511636422430.0,1512229794401.0,1511372614089.0
clock speed,2.197,2.197,2.197,2.196,2.196,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.196,2.196,2.196,2.196,2.196,2.196,2.197,2.197,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.198,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.198,2.197,2.197,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.196,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.196,2.196,2.196,2.197,2.197,2.197
instructions,1717872445104.0,1717873209626.0,1717880992725.0,1717866374859.0,1717886399973.0,1717882026301.0,1717888819007.0,1717939401246.0,1717937260687.0,1717972317148.0,1717867444193.0,1717975662742.0,1717907871044.0,1717975899597.0,1717873248052.0,1717856520238.0,1717881329608.0,1717902310963.0,1717877529665.0,1717877755446.0,1717868488993.0,1717859775456.0,1717914700643.0,1717897338523.0,1717889379929.0,1717954032062.0,1717908009195.0,1717901231890.0,1717938295774.0,1717976649699.0,1717872982892.0,1717862687019.0,1717870222562.0,1717950434868.0,1717953169053.0,1717943334109.0,1717942160526.0,1717947373596.0,1717891634738.0,1717883792025.0,1717877117766.0,1717912324301.0,1717970692258.0,1717957084789.0,1717945596752.0,1717847090446.0,1717902313249.0,1717902821669.0,1717890840806.0,1717975003019.0,1717891682145.0,1717912432912.0,1717892716084.0,1717972562259.0,1717951881505.0,1717859197577.0,1717857974084.0,1717840958270.0,1717885177868.0,1717883333659.0,1717902981507.0,1717867786001.0,1717896677029.0,1717969092368.0,1717947886289.0,1717896185582.0,1717972734254.0,1717901656545.0,1717936074062.0,1717887083309.0,1717867986765.0,1717976536247.0,1717858373016.0,1717961982849.0,1717949689843.0,1717888533327.0,1717897058238.0,1717896378906.0,1717890950190.0,1717831986076.0,1717846946882.0,1717746296981.0,1717966061306.0,1717951253417.0,1717835030725.0,1717797165547.0,1717918463504.0,1717888669307.0,1717938449507.0,1717936987973.0,1717878852377.0,1717885968235.0,1717903052670.0,1717866189544.0,1717893862022.0,1717892300216.0,1717887369764.0,1717870227505.0,1717887058109.0,1717978629323.0,1717893599718.0,1717902319987.0,1717897020460.0,1717881364608.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.13,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.13,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14
"time (s)
",688.508764988,688.371431091,688.168868846,688.86051971,689.247257684,688.482871589,688.335854917,689.431076056,688.808112581,689.528955002,687.892207642,689.223371842,689.251744578,689.781422192,687.922249032,688.553029314,688.073584192,688.201188763,688.202135993,688.025393577,689.058303455,688.362706752,689.619651897,689.63449995,688.328241945,689.448183363,688.560855141,688.213300986,689.520774899,689.434530809,688.328301427,687.923945679,688.230825626,689.232259746,689.233207844,689.344926067,689.043620712,689.80430294,688.52633855,687.796269982,688.166522365,688.137869948,689.270456035,689.122756024,689.561124104,688.067584923,688.231513901,688.301910228,688.295116522,689.288303615,687.824923061,688.169584392,687.981892305,689.506114658,689.20256525,688.045258852,688.080737154,688.005380073,688.569074714,687.929134244,688.911802721,688.04863496,688.239334164,689.680048421,689.160924233,688.416099937,689.325133235,688.503302227,688.640282189,688.169708531,687.762673849,689.366996188,689.415841641,689.749668481,689.729706916,688.253565049,688.267350256,688.324711679,687.987094317,688.1969554,688.532389216,687.994269643,689.290865036,689.092846817,689.446386325,687.855019919,689.034466004,688.101854557,688.582681032,689.304695377,689.119632886,688.976789127,688.597339669,689.032008242,688.303330293,688.292048102,688.182445767,687.984729532,688.724098977,689.515957788,687.940433656,688.464985397,688.780264551,688.286810798
estimated number of instructions,1723132591498.5598,1722792507131.7598,1722325716126.5999,1723665879923.5198,1724310406358.7598,1722434687660.7,1722764158331.0999,1710793274353.0498,1724069958088.8599,1710633913367.3198,1721701733036.2798,1725336009448.38,1725000242727.8398,1711244014052.7498,1721805464351.7598,1723294470018.8398,1722182529559.3198,1722783463622.3398,1722433127408.8198,1721986767275.0398,1723854250190.16,1722181210027.5598,1725253041959.5198,1725285708904.6199,1722033560192.7,1724947503297.72,1723775352431.7598,1722592414862.9998,1710473323789.0898,1710523708538.7097,1723276044756.2998,1722157971083.0999,1722973152675.18,1710452904260.8198,1725091697460.8398,1725396698158.92,1725234217293.42,1711804814972.7498,1723443218414.7,1721805885195.2998,1722632145197.94,1722911483751.5999,1710493206531.2,1725270434573.5798,1711423498225.38,1722372193760.16,1722752661655.68,1722456390362.8198,1722731062669.6199,1725162068105.88,1721541503944.38,1722408047321.0398,1722077648460.3599,1710496905170.3599,1724859550674.3599,1721757799876.7397,1722267045418.9797,1722326490688.2,1723591965008.22,1722077820736.0198,1724109138113.88,1722078215059.7397,1722754854231.3599,1711008972080.9,1725187096129.8599,1723343398124.5798,1725185307193.9797,1723174048865.0999,1723625225197.92,1722116605308.72,1721275941292.0798,1725396955859.3398,1725354391500.3599,1711182243140.63,1711023598483.3699,1722534970299.4797,1722732067977.4797,1722842967618.66,1721728740089.9998,1722355321624.4998,1723270878012.96,1721795896526.7,1725403336874.8198,1724891950974.5999,1710362957151.2598,1721600910011.2798,1724550366699.5398,1722204219694.0798,1723275072576.8398,1725271443903.3599,1724669004552.42,1724364945098.7598,1723348107149.94,1724563113723.5398,1722589148354.88,1722714419134.7397,1722455061453.42,1722167559254.88,1723536759837.9,1710427264662.5198,1721595210885.66,1723265521570.2,1723941965617.14,1722964780061.46
instruction calculation error,0.0030620122055926946,0.0028635975450311325,0.0025873290527240666,0.003375993121115599,0.0037394826490626688,0.0026501594929093535,0.0028379830348497005,-0.004159708362103575,0.0035698028922240203,-0.004271549493220376,0.0022320050689830805,0.004284313722251626,0.004128493619119223,-0.003918498243094911,0.0022890025816623798,0.003165543639282776,0.002503781767219804,0.002841344719190481,0.0026518757391909087,0.0023919116572837873,0.0034844117786156695,0.0025155921532726408,0.004271656394681936,0.004300821833726215,0.002412367357362224,0.004070813947987859,0.0034154001293172634,0.0027307640776522476,-0.004345308561590035,-0.004338208648875457,0.003145204516345483,0.0025003651901616434,0.0029704980307357068,-0.00436422987241553,0.004155252038549379,0.004338538938937447,0.0042446462604929834,-0.003575521996574707,0.0032316262355783793,0.002283095741695389,0.002767967151296351,0.0029100201330902946,-0.004352510645552445,0.004257003768797904,-0.0037964523084729773,0.00263417118981473,0.0028234133974164464,0.0026506555763124483,0.0028175374992679613,0.004183451490417522,0.0021245936733465228,0.0026169054504247146,0.0024360848248425964,-0.004351441491481232,0.004020874649474144,0.002269453925699285,0.0025666099302130907,0.002611145342999175,0.003321984038131373,0.0024416600329230397,0.003612635098540688,0.0024509622294863237,0.0028279798589294623,-0.004051365253321563,0.004213870454765387,0.003170862470210557,0.0041983046623331145,0.0030690885592971335,0.0033116198104322487,0.0024620488976336273,0.001983827950305726,0.004319278788609125,0.004363583518936602,-0.003946385179680673,-0.004031603137495306,0.0027047371714398,0.0028144932877636297,0.0028794453340719103,0.0022340125254023215,0.0026331652834293163,0.0031574006874155675,0.0023575073646307757,0.0043291167016221484,0.004040101570865195,-0.004349703807464387,0.002214315252446324,0.0038604295468207786,0.0025121246004962223,0.003106411100683674,0.004269339319024625,0.00395263738535724,0.0037714824985830885,0.003169593576003679,0.003898396871829385,0.0027331643919802032,0.0028069972245253296,0.0026589005599636155,0.002501546205921061,0.003288750388002183,-0.004395493943633032,0.002154738319222767,0.003121947924978957,0.00351880530971597,0.0029591190394104632
predicted cycles,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0
cycles prediction error,0.11903263680533296,0.11920650806130112,0.1194451592498444,0.11875998820018374,0.11843046814063404,0.11938944655220697,0.11922100164600284,0.11760088289161018,0.11855339952697286,0.11768307867482826,0.11976417633562722,0.11790611914160486,0.11807778296126796,0.11736839874579111,0.11971114274788709,0.11894987492509664,0.11951836469743672,0.11921113163855053,0.11939024424531047,0.11961844996321719,0.11866368217131233,0.11951903932016801,0.11794853703228401,0.11793183575657815,0.11959452665430266,0.11810474647929231,0.11870401937491613,0.11930880707141493,0.11776590814591123,0.11773992051827267,0.1189592950097936,0.11953092044395695,0.11911415136812223,0.1177764402037509,0.11803102588907272,0.1178750914809571,0.11795816131571928,0.117079146827339,0.1188738259415612,0.1197109275877621,0.11928849457278097,0.11914568017168928,0.11775565295357059,0.1179396448986066,0.11727582375275254,0.11942139713282167,0.1192268794269004,0.11937835084642369,0.11923792210689545,0.11799504825048991,0.11984609493045541,0.1194030666705314,0.11957198612254098,0.11775374525614261,0.11814971306576963,0.11973551164850657,0.11947515518796534,0.11944476324811258,0.11879777787948867,0.11957189804502757,0.11853336837933973,0.11957169644340412,0.11922575845244669,0.11748962954062357,0.1179822524433649,0.11892485998166596,0.1179831670532637,0.11901144134593192,0.11878077330203252,0.11955206907602499,0.11998186627545461,0.11787495972925056,0.11789672114870353,0.11740025916933543,0.11748208548207513,0.11933817613210344,0.11923740813401895,0.11918070967392853,0.11975036873137161,0.11943002316713683,0.11896193655477917,0.11971603438632292,0.11787169737648116,0.1181331481146974,0.11782283344789796,0.1198157230331488,0.11830778621253911,0.11950727541683166,0.11895979204547133,0.11793912886948657,0.1182471315206469,0.11840258470890812,0.1189224524492015,0.11830126917944644,0.11931047710369191,0.1192464312669623,0.11937903026355956,0.11952601840307364,0.1188260020298364,0.1177896646881127,0.11981863676346459,0.11896467508533548,0.11861883685366277,0.1191184319437833
