avg_cycles,4000000000000,800000000000,80000000000,8000000000000,2000000000000,8000000000,8000000,6000000000000
Average,3504265943722.9,703389026720.0,70193909379.24,7008502095722.8,1752270363578.2,7021752593.04,7696187.6,5257033879375.8
Std,268554876.1175551,6671747009.892508,371672280.1013392,588840327.1531471,292202616.898815,40372573.689410634,49744.96215949913,783091088.5298318
CI,218765533.96705407,3437284059.49662,191485558.70820996,479670935.24157524,238029048.05369565,20799949.96478436,25628.604504573952,637908134.842731
