CPU utilized,cycles,clock speed,instructions,instructions per cycle,time (s)
1.001,1513947832751,2.898,1717278480336,1.13,522.085662285
1.001,1518209342989,2.898,1717337594666,1.13,523.562616466
1.001,1515594344519,2.898,1717356477064,1.13,522.658959736
1.001,1517997328686,2.898,1717327885798,1.13,523.488909414
1.001,1514705447710,2.898,1717185518400,1.13,522.358409214
1.001,1514274484574,2.898,1717198977027,1.13,522.201117703
1.001,1516010531413,2.898,1717186877115,1.13,522.80598826
1.001,1512357709434,2.898,1717189332881,1.14,521.538927685
1.001,1518330264364,2.898,1717260014046,1.13,523.606642393
1.001,1513597808407,2.898,1717298321286,1.13,521.966344314
1.001,1517546498034,2.898,1717192327478,1.13,523.334415384
1.001,1513748713713,2.898,1717302440314,1.13,522.017220569
1.001,1519943523880,2.898,1717350858327,1.13,524.165208033
1.001,1514164647844,2.898,1717281142646,1.13,522.161912515
1.001,1518277588965,2.898,1717339111987,1.13,523.584657768
1.001,1515043980263,2.898,1717273557543,1.13,522.467959169
1.001,1517147454977,2.898,1717331364923,1.13,523.19515949
1.001,1514824626842,2.898,1717188686742,1.13,522.396745494
1.001,1516009573660,2.898,1717330031525,1.13,522.811708983
1.001,1517006918058,2.898,1717257468821,1.13,523.149089752
1.001,1512681069462,2.898,1717190937537,1.14,521.650366583
1.001,1517109697252,2.898,1717188494761,1.13,523.186265354
1.001,1513297971414,2.898,1717307665093,1.13,521.861232516
1.001,1518190238171,2.898,1717192711840,1.13,523.559347164
1.001,1511722413310,2.898,1717198628651,1.14,521.316929233
1.001,1519858602121,2.898,1717350148660,1.13,524.13152803
1.001,1512546438012,2.898,1717201840882,1.14,521.604361539
1.001,1518689452507,2.898,1717343800948,1.13,523.732219317
1.001,1514592209715,2.898,1717274987840,1.13,522.314814464
1.001,1517322907431,2.898,1717328246548,1.13,523.255440025
1.001,1515165195725,2.898,1717182731155,1.13,522.510773961
1.001,1516084604482,2.898,1717318971192,1.13,522.824221899
1.001,1517053371881,2.898,1717255756069,1.13,523.165703528
1.001,1514533089379,2.898,1717308544792,1.13,522.286394928
1.001,1518083160114,2.898,1717251000094,1.13,523.527363178
1.001,1513408849855,2.898,1717300919302,1.13,521.899232179
1.001,1517826051562,2.898,1717183530833,1.13,523.442035261
1.001,1511817922995,2.898,1717193493801,1.14,521.350340101
1.001,1518564212141,2.898,1717234687741,1.13,523.686857334
1.001,1512054287729,2.898,1717199048999,1.14,521.4344148
1.001,1519148257606,2.898,1717349547340,1.13,523.888456496
1.001,1512719989068,2.898,1717194958387,1.14,521.665131597
1.001,1516147261526,2.898,1717226183472,1.13,522.850029817
1.001,1515437062583,2.898,1717281612387,1.13,522.60815229
1.001,1514207270932,2.898,1717194436022,1.13,522.178857895
1.001,1515556308676,2.898,1717186822163,1.13,522.649155794
1.001,1514414951202,2.898,1717314148496,1.13,522.247858814
1.001,1517027768095,2.898,1717185113564,1.13,523.157365608
1.001,1511970869053,2.898,1717195367570,1.14,521.40284235
1.001,1517889827902,2.898,1717193833792,1.13,523.460258448
1.001,1513240682443,2.898,1717298094530,1.13,521.840922934
1.001,1518432917118,2.898,1717231999777,1.13,523.643114205
1.001,1503677569828,3.219,1717173077312,1.14,466.787194403
1.001,1502788191596,3.297,1717161692571,1.14,455.433731988
1.001,1502714619905,3.297,1717162205156,1.14,455.396887437
1.001,1502844775802,3.297,1717162139099,1.14,455.436057429
1.001,1502704794399,3.297,1717158435501,1.14,455.460701528
1.001,1502678640718,3.297,1717158210918,1.14,455.464513903
1.001,1502711605613,3.297,1717158243931,1.14,455.470222283
1.001,1502771157428,3.297,1717158225456,1.14,455.489819222
1.001,1502670241363,3.297,1717158358231,1.14,455.461367849
1.001,1502703982556,3.297,1717158146701,1.14,455.468431648
1.001,1502669520436,3.297,1717158175302,1.14,455.459272333
1.001,1502657004706,3.297,1717157558710,1.14,455.451987949
1.001,1502686116141,3.297,1717158366884,1.14,455.471395754
