CPU utilized,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
cycles,1562254586426.0,1502986389364.0,1503012991016.0,1503133942208.0,1503057877170.0,1503209365105.0,1503190098958.0,1503246249592.0,1503197780045.0,1505433700310.0,1523800493774.0,1503307849014.0,1503416244624.0,1503091655111.0,1503368097775.0,1502977554665.0,1503073954302.0,1503034882297.0,1503145428913.0,1503272562977.0,1502966815149.0,1502975836313.0,1503034947991.0,1503241705834.0,1503129331583.0,1502998452223.0,1503057251132.0,1503294096483.0,1504039486581.0,1503644437640.0,1503210811019.0,1503221647239.0,1503105285293.0,1503257317266.0,1503000236951.0,1503145294558.0,1503053981913.0,1502969761535.0,1503007169043.0,1503102205426.0,1503014278111.0,1503049568999.0,1502988192031.0,1503319476529.0,1502959979647.0,1564763945491.0,1502976199861.0,1502966949743.0,1503013696122.0,1503058594306.0,1502955303301.0,1503649204047.0,1502998795697.0,1503289651985.0,1503085046899.0,1503228004723.0,1502977053980.0,1502959483466.0,1503022580378.0,1503030001503.0,1503124025817.0,1503357811811.0,1503245423736.0,1503330665136.0,1503054477157.0,1503101059933.0,1503231589795.0,1503327115780.0,1503082062305.0,1503123306729.0,1503002885025.0,1503220161274.0,1503067538966.0,1503057935579.0,1502956550710.0,1503264427402.0,1503005746513.0,1502995196152.0,1503008633380.0,1503035230211.0,1503002028212.0,1503074815678.0,1503082054000.0,1503020077123.0,1503063805557.0,1503008983898.0,1503229570606.0,1503195455601.0,1503272420390.0,1503098587226.0,1514853457055.0,1503477884709.0,1503080571267.0,1503415244770.0,1503028370949.0,1503017685385.0,1504006962234.0,1503010034469.0,1502997208349.0,1502954252547.0,1503146560196.0,1514754753717.0,1503256054028.0,1552772753699.0,1503266742735.0,1503829655417.0,1503267180079.0,1502985156555.0,1503148246314.0,1503033848070.0,1503065286153.0,1503306519502.0,1504045652258.0,1547476621356.0,1503090321380.0,1503016226535.0,1503330109151.0,1503159942050.0,1503147092250.0,1504101981444.0,1503525861769.0,1503298246029.0,1503157705705.0,1503339629217.0,1503012040597.0,1503087873578.0,1503262209158.0,1503077868715.0,1503199004992.0,1503029646585.0,1503105571561.0,1503159583518.0,1553616318151.0,1502967039750.0,1503067905537.0,1503124639762.0,1502983396707.0,1503740561416.0,1503120593401.0,1503174448588.0,1506469563392.0,1503071948155.0,1502996816268.0,1503407746173.0,1502990473745.0,1502999926545.0,1563741498273.0,1503173253495.0,1502999552593.0,1503097692971.0,1503339205326.0,1503353706614.0,1503177287680.0,1503278320334.0,1503006511155.0,1550008420067.0,1503086885635.0
clock speed,3.295,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.296,3.296,3.297,3.297,3.296,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297
instructions,1717484697062.0,1717409232190.0,1717415449706.0,1717410456755.0,1717413747795.0,1717408841342.0,1717416296715.0,1717409152778.0,1717414219716.0,1717416104949.0,1717437412494.0,1717411869616.0,1717415021103.0,1717410540061.0,1717415180514.0,1717411712413.0,1717413433357.0,1717408788071.0,1717413036927.0,1717407621950.0,1717410199314.0,1717406143590.0,1717411331737.0,1717404923267.0,1717406740371.0,1717403069413.0,1717407901071.0,1717407603545.0,1717412444326.0,1717410690274.0,1717414540113.0,1717424313030.0,1717410247186.0,1717412458848.0,1717408525406.0,1717414325833.0,1717410809083.0,1717412632879.0,1717407736539.0,1717411905538.0,1717408143522.0,1717411879112.0,1717406518109.0,1717408255461.0,1717402596135.0,1717474119995.0,1717402933235.0,1717411998266.0,1717401396854.0,1717408329477.0,1717400064572.0,1717410573141.0,1717400220350.0,1717410374273.0,1717402048215.0,1717410958249.0,1717402674303.0,1717410062778.0,1717401572108.0,1717411732546.0,1717400851750.0,1717411605214.0,1717401291574.0,1717419234977.0,1717406973900.0,1717408386565.0,1717401196605.0,1717411335715.0,1717402144737.0,1717412373081.0,1717400274138.0,1717411852106.0,1717400670152.0,1717410054526.0,1717398041321.0,1717411490211.0,1717399600523.0,1717411417918.0,1717405988218.0,1717412994990.0,1717401198656.0,1717409812090.0,1717400687477.0,1717407273176.0,1717402031634.0,1717407087147.0,1717403798923.0,1717405279589.0,1717403432256.0,1717405620423.0,1717416023292.0,1717405492416.0,1717403955027.0,1717410945906.0,1717416043683.0,1717417800457.0,1717409723060.0,1717408509687.0,1717406603926.0,1717408482206.0,1717410741894.0,1717423791120.0,1717409840038.0,1717465896307.0,1717411012129.0,1717410248955.0,1717408836452.0,1717406584687.0,1717408248547.0,1717409847453.0,1717410455474.0,1717405585436.0,1717405672576.0,1717453503825.0,1717406776807.0,1717407275843.0,1717408272690.0,1717402009787.0,1717405204766.0,1717405063375.0,1717405636361.0,1717404066863.0,1717405051503.0,1717406848442.0,1717406088563.0,1717406050287.0,1717417821508.0,1717410484717.0,1717407151364.0,1717403085345.0,1717408186584.0,1717401924664.0,1717463191697.0,1717403678816.0,1717407727234.0,1717404555688.0,1717409716501.0,1717403561127.0,1717410443725.0,1717405227729.0,1717417231518.0,1717404788954.0,1717412572922.0,1717401211548.0,1717408607496.0,1717403733102.0,1717476629007.0,1717403133875.0,1717411238700.0,1717402937763.0,1717411279541.0,1717404304535.0,1717408698141.0,1717403261057.0,1717409105780.0,1717457726824.0,1717404798015.0
instructions per cycle,1.1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.14,1.11,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.11,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.11,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.11,1.14
"time (s)
",473.793499262,455.562103738,455.569827618,455.599475444,455.583554225,455.62268357,455.626201667,455.636870555,455.628012386,456.296366676,461.86521776,455.662095963,455.699821366,455.592046421,455.711694084,455.553815122,455.588481414,455.57606986,455.606764609,455.651684541,455.550252606,455.563120329,455.610599217,455.708003695,455.598804815,455.572152681,455.577694996,455.656785274,455.938673352,455.771025724,455.624366632,455.679676897,455.623167907,455.651620026,455.574881361,455.647527207,455.622885128,455.599288893,455.605887282,455.642494545,455.611339354,455.622128681,455.602443632,455.707592954,455.591734075,474.313877397,455.578900268,455.576746116,455.614136803,455.628747297,455.595965699,455.814689515,455.604512647,455.6959793,455.634874836,455.678994346,455.606770038,455.618068563,455.618007923,455.616559023,455.656524555,455.729073729,455.689975324,455.715690178,455.632832908,455.644530672,455.679597593,455.706919578,455.658058106,455.653849947,455.616862857,455.682702636,455.635754414,455.630029574,455.606418212,455.688041006,455.62290736,455.615249088,455.625465789,455.627195179,455.628366723,455.641686976,455.595937931,455.570342831,455.585260793,455.56687777,455.635567333,455.623733605,455.643996122,455.596834352,459.157975891,455.70943961,455.586889431,455.694317071,455.573837048,455.573064252,455.875811014,455.566273693,455.586530651,455.547064365,455.610956244,459.125291865,455.637642384,470.645525445,455.659466762,455.844206618,455.673974687,455.656333645,455.635776101,455.605416323,455.733605742,455.799812566,455.899397777,469.109452078,455.751052411,455.666857963,455.700783186,455.639902556,455.635501362,455.924914496,455.749575924,455.680940401,455.636364764,455.693834664,455.600853072,455.615263664,455.696557348,455.659993058,455.652104225,455.607169203,455.633607814,455.637438697,470.940657749,455.599561556,455.622982937,455.705165749,455.593064731,455.814219644,455.632020353,455.659630943,456.669059793,455.614880175,455.587436688,455.761809111,455.625233637,455.586502911,474.005317057,455.63509133,455.592628698,455.615335332,455.69383825,455.69470535,455.643044676,455.674218361,455.588245089,469.837690038,455.611777779
estimated number of instructions,1718480045068.6,1713404483874.96,1713434809758.2397,1713572694117.1199,1713485979973.7998,1713658676219.7,1713636712812.1199,1713700724534.88,1713645469251.2998,1716194418353.4,1721894557964.6199,1713770947875.96,1713894518871.3599,1713524486826.5398,1713839631463.4998,1713394412318.0999,1713504307904.2798,1713459765818.5798,1713585788960.8198,1713730721793.7798,1713382169269.8599,1713392453396.8198,1713459840709.7397,1713695544650.7598,1713567438004.6199,1713418235534.22,1713485266290.4797,1713755269990.6199,1714605014702.3398,1714154658909.5999,1713660324561.66,1713672677852.46,1713540025234.0198,1713713341683.2397,1713420270124.14,1713585635796.1199,1713481539380.8198,1713385528149.9,1713428172709.0198,1713536514185.64,1713436277046.5398,1713476508658.8599,1713406538915.3398,1713784203243.0598,1713374376797.5798,1721240340040.1,1713392867841.5398,1713382322707.0198,1713435613579.0798,1713486797508.8398,1713369045763.14,1714160092613.5798,1713418627094.5798,1713750203262.9,1713516953464.8599,1713679925384.22,1713393841537.2,1713373811151.2397,1713445741630.92,1713454201713.42,1713561389431.38,1713827905464.5398,1713699783059.0398,1713796958255.0398,1713482103958.9797,1713535208323.6199,1713684012366.2998,1713792911989.2,1713513551027.7,1713560569671.0598,1713423288928.4998,1713670983852.3599,1713496994421.2397,1713486046560.0598,1713370467809.4,1713721447238.2798,1713426551024.8198,1713414523613.2798,1713429842053.2,1713460162440.5398,1713422312161.68,1713505289872.92,1713513541559.9998,1713442887920.22,1713492738334.9797,1713430241643.72,1713681710490.8398,1713642819385.14,1713730559244.5999,1713532389437.64,1711784406472.15,1713964788568.2598,1713511851244.38,1713893379037.7998,1713452342881.8599,1713440161338.9,1714567936946.7598,1713431439294.66,1713416817517.8599,1713367847903.5798,1713587078623.44,1711672871700.2097,1713711901591.92,1723577756605.8901,1713724086717.9,1714365807175.38,1713724585290.0598,1713403078472.7,1713589000797.96,1713458586799.7998,1713494426214.42,1713769432232.2798,1714612043574.1199,1717699049705.1602,1713522966373.2,1713438498249.9,1713796324432.14,1713602333936.9998,1713587685164.9998,1714676258846.16,1714019482416.66,1713760000473.0598,1713599784503.7,1713807177307.38,1713433726280.5798,1713520175878.92,1713718918440.1199,1713508770335.0999,1713646865690.88,1713453797106.9,1713540351579.5398,1713601925210.5198,1724514113147.61,1713382425314.9998,1713497412312.18,1713562089328.68,1713401072245.9797,1714264240014.2397,1713557476477.14,1713618871390.3198,1717375302266.88,1713502020896.7,1713416370545.5198,1713884830637.22,1713409140069.2998,1713419916261.2998,1720115648100.3,1713617508984.2998,1713419489956.0198,1713531369986.94,1713806694071.64,1713823225539.96,1713622107955.2,1713737285180.7598,1713427422716.7,1720509346274.37,1713519049623.9
instruction calculation error,0.0005795382097452052,-0.002331854423498864,-0.0023178083954244672,-0.00223462167869379,-0.002287024793089659,-0.002183618153129824,-0.0022007383475454102,-0.0021593155231073146,-0.0021944330153056578,-0.0007113515426340879,0.0025952302181116277,-0.0021200049938248774,-0.0020498843834375656,-0.002262739830583652,-0.0020819363256298507,-0.002339159600382458,-0.002276170301683917,-0.0022994072697483533,-0.002228495931897864,-0.0021409594957109506,-0.0023454094110708598,-0.002337065235361341,-0.002300841361785876,-0.0021598742183549383,-0.0022355230570195316,-0.002320267122931151,-0.002284043748764666,-0.0021266550508109634,-0.0016346857348887643,-0.0018958955961085062,-0.002185969353149341,-0.0021844544467413195,-0.002253522103016234,-0.002153889792578735,-0.0023222519411432835,-0.0022293339349100235,-0.002287903209528641,-0.0023448673032928752,-0.0023171922108607863,-0.002256529921484441,-0.002312709701792168,-0.0022914540775011687,-0.0023290811764616155,-0.0021101867924626866,-0.0023455300152018166,0.00219288314231545,-0.0023349589754727,-0.002346365090641513,-0.0023091766911246467,-0.0022834010414718177,-0.002347163536333448,-0.0018926636287532046,-0.0023183840366625386,-0.002131215150979562,-0.0022621929175979214,-0.0021724752872102513,-0.0023342415997034682,-0.0023501967958842675,-0.0023033811901223256,-0.002304357631651429,-0.0022356238584066005,-0.0020866865803050483,-0.0021552962217512768,-0.002109139485682257,-0.002285346455830101,-0.0022552459110362776,-0.002164423924967803,-0.002106905696120616,-0.002264230146222125,-0.0022427947243853466,-0.0023157008120872568,-0.002178201023273972,-0.002273013978977169,-0.0022848404524004025,-0.002345160186919825,-0.002148607362739176,-0.0023134100514348916,-0.002327278288137625,-0.0023152045538898714,-0.0023016202631465595,-0.00231680663634907,-0.0022734947649614705,-0.0022633890537861463,-0.002308354761097928,-0.002276283145712141,-0.0023156102784497447,-0.0021672762308400113,-0.002190781784926455,-0.002138619815482388,-0.0022552802548801046,-0.0032791220900892887,-0.0020034312589159967,-0.00226627158463655,-0.0020481800681342137,-0.0023079444353157302,-0.0023160579312975905,-0.0016546931550945648,-0.0023157393071639746,-0.0023231460732825093,-0.00235275087102749,-0.0022264116424142283,-0.0033485732814030026,-0.0021532067418446005,0.0035586501671050538,-0.0021467926926412194,-0.0017726933803222508,-0.002145238270435065,-0.002331134776119246,-0.002223843836939344,-0.002300709209895414,-0.002280194141766341,-0.002117236158165341,-0.0016266564426154829,0.00014297090408170733,-0.0022614388659982017,-0.002310912297231301,-0.0021031389654381154,-0.002212455690832397,-0.002222841523017504,-0.0015889114263338154,-0.001971668121175489,-0.002121845674091372,-0.002215707352188024,-0.002095992069605215,-0.002313001164298858,-0.0022626416201519148,-0.0021537584049478764,-0.0022718589507988722,-0.002189513226455137,-0.0022995697817246824,-0.0022521349523513673,-0.0022126442266702786,0.0041054279851221705,-0.002341472509114775,-0.0022768704599448217,-0.002237368211580619,-0.002334122263607171,-0.0018279460831559932,-0.002243474914187178,-0.0022046959433604614,-2.441413207613885e-05,-0.0022724800130999186,-0.002326873833048223,-0.0020475011238698833,-0.002328780355032377,-0.002319674031163637,0.0015365676881587964,-0.002204272727835682,-0.002324282416482724,-0.002254315333303763,-0.0020988481398139408,-0.0020851694534500674,-0.00220482765104126,-0.002134604003246132,-0.0023184243345977123,0.0017768236170873964,-0.0022625698935925293
predicted cycles,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0
cycles prediction error,0.08946261367621064,0.12400622117389488,0.12399071678754554,0.12392022214269488,0.12396455554487716,0.12387626300306422,0.12388749199690832,0.1238547654157435,0.12388301518695566,0.12257984154815775,0.11187502284500486,0.12381886308766313,0.12375568628135003,0.1239448685627548,0.12378374797272165,0.1240113703498399,0.12395518522208979,0.12397795777249242,0.1239135272835861,0.12383942904162663,0.1240176297206966,0.12401237186633565,0.12397791948369905,0.12385741367907353,0.1239229093784843,0.12399919051179865,0.12396492042202921,0.12382687855053383,0.1233924387623446,0.123622687297592,0.12387542027309827,0.12386910453972026,0.12393692440922104,0.1238483147827646,0.12399815030901573,0.12391360559044569,0.12396682583882199,0.12401591246242714,0.12399411003991602,0.12393871946495189,0.12398996662292613,0.12396939784162776,0.12400517051562647,0.1238120861594918,0.12402161369371827,0.0880000702058662,0.12401215997766615,0.12401755127453934,0.12399030582675855,0.12396413757257946,0.1240243392340376,0.12361990926652738,0.12399899032296839,0.12382946896161509,0.12394872006310247,0.12386539917254435,0.12401166216681726,0.12402190288560466,0.12398512776723614,0.12398080247235796,0.12392600176710523,0.12378974299738521,0.12385524675391352,0.12380556504247099,0.12396653719305242,0.12393938709890305,0.12386330966541984,0.12380763373304386,0.12395045959034956,0.12392642087709778,0.12399660691756104,0.12386997061282962,0.12395892430746332,0.12396452150204018,0.12402361219982666,0.12384417074330643,0.12399493914085732,0.12400108826547067,0.12399325657237222,0.12397775499587267,0.1239971062985687,0.12395468318160388,0.12395046443079814,0.12398658675304089,0.12396110027065298,0.1239930522780489,0.12386448652038991,0.12388436995536717,0.1238395121463878,0.12394082828024987,0.11708967319728733,0.12371976025343094,0.12395132862018327,0.12375626903172618,0.12398175281706511,0.12398798074278253,0.12341139510541864,0.12399243996800621,0.1239999154856862,0.12402495165073918,0.12391286793172696,0.11714720100369279,0.1238490510426782,0.09498896211123307,0.1238428212851089,0.12351473580745997,0.12384256638551305,0.12400693969870796,0.12391188520234975,0.12397856055667218,0.12396023732678726,0.12381963797441467,0.12338884518709171,0.09807573589517327,0.1239456459084892,0.1239888310123081,0.12380588909024984,0.12390506851255981,0.12391255783178373,0.12335601453948804,0.12369179752111095,0.12382446004794014,0.12390637193374923,0.12380034045810717,0.12399127072545021,0.12394707257431863,0.123845463614591,0.12395290376334869,0.12388230124439505,0.12398100933115734,0.12393675756207667,0.12390527747772659,0.09449730282727672,0.12401749881526718,0.1239587106568822,0.12392564393818253,0.12400796540054439,0.12356666295141752,0.12392800230089823,0.1238966135876648,0.12197610380178227,0.12395635447571966,0.12400014400440017,0.1237606394800339,0.12400384065177461,0.12399833122464267,0.08859598871084019,0.12389731013025529,0.12399854917713239,0.1239413494837832,0.12380058751681744,0.12379213565180863,0.12389495886414427,0.12383607344975289,0.12399449348037778,0.09660011380320313,0.12394764838254148
