CPU utilized,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
cycles,7010668211.0,7009265285.0,7010941337.0,7009260283.0,7011959244.0,7010974831.0,7009236631.0,7009062990.0,7010427564.0,7009068918.0,7008692218.0,7009037180.0,7009406768.0,7011201586.0,7008491379.0,7008936163.0,7009195001.0,7009632016.0,7009466107.0,7010735947.0,7010767020.0,7010185586.0,7008869059.0,7010349188.0,7009122912.0
clock speed,2.712,2.794,2.794,2.794,2.794,2.793,2.794,2.794,2.793,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.793,2.794,2.794,2.793,2.794,2.794,2.794,2.794
instructions,8008759052.0,8008728414.0,8008489208.0,8008755923.0,8008698533.0,8009318361.0,8008604482.0,8008579764.0,8008868452.0,8008419052.0,8008445434.0,8009039324.0,8008547467.0,8009382574.0,8008390905.0,8008799648.0,8008436170.0,8009534054.0,8008588725.0,8009233539.0,8008896147.0,8009416938.0,8008459202.0,8009159887.0,8008548695.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",2.587123715,2.510034875,2.510726629,2.51007481,2.5115704,2.512199151,2.510355166,2.509965942,2.511382232,2.509934958,2.509906988,2.510604374,2.510563037,2.510874863,2.509723917,2.510226685,2.510215588,2.510925387,2.510513574,2.511218194,2.511885582,2.510392187,2.509761164,2.511139435,2.509968185
estimated number of instructions,7992161760.539999,7990562424.9,7992473124.179999,7990556722.619999,7993633538.159999,7992511307.339999,7990529759.339999,7990331808.599999,7991887422.959999,7990338566.5199995,7989909128.5199995,7990302385.199999,7990723715.5199995,7992769808.039999,7989680172.059999,7990187225.82,7990482301.139999,7990980498.24,7990791361.98,7992238979.579999,7992274402.799999,7991611568.039999,7990110727.259999,7991798074.32,7990400119.679999
instruction calculation error,-0.002072392408391436,-0.0022682738333646758,-0.0019998882940369753,-0.0022724129134383494,-0.0018810790265016842,-0.0020984374577791617,-0.0022569128867114406,-0.0022785507465416526,-0.0021202781818398277,-0.0022576847393475405,-0.0023145947153868683,-0.002339473942131083,-0.0022255910392546215,-0.0020741631213783236,-0.0023363910630684348,-0.002323996478629391,-0.0022418695084636744,-0.00231643384433012,-0.00222228455363719,-0.002121870880309341,-0.0020754101307989855,-0.0022230544492602105,-0.0022911366939870844,-0.002167744548111842,-0.002266150336493727
predicted cycles,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0
cycles prediction error,0.123666473625,0.123841839375,0.123632332875,0.123842464625,0.1235050945,0.123628146125,0.123845421125,0.12386712625,0.1236965545,0.12386638525,0.12391347275,0.1238703525,0.123824154,0.12359980175,0.123938577625,0.123882979625,0.123850624875,0.123795998,0.123816736625,0.123658006625,0.1236541225,0.12372680175,0.123891367625,0.1237063515,0.123859636
prediction to actual cycles,1.1411180445606741,1.1413464428461848,1.1410735899015838,1.141347257342248,1.1409079433605447,1.1410681385742376,1.1413511087096297,1.1413793842934203,1.1411572157284187,1.1413784189587848,1.1414397652466581,1.14138358729608,1.1413234050736432,1.1410312343570947,1.1414724749424565,1.1414000376022544,1.1413578875831878,1.1412867297084086,1.1413137431409797,1.141107019359832,1.1411019617650908,1.141196606260575,1.1414109655433355,1.1411699739142867,1.1413696264768827
p2a ratio to instruction rate error,0.000980740842696679,0.0011810902159516696,0.0009417455277051795,0.0011818046861826008,0.0007964415443375289,0.0009369636616120257,0.001185183078622671,0.00120998622229863,0.0010151015161568061,0.0012091394375305941,0.0012629519707528345,0.0012136730667369512,0.0011608816435467175,0.0009045915413112682,0.001291644686365451,0.001228103159872359,0.0011911294589367447,0.0011287102705339537,0.001152406264017335,0.0009710696138878518,0.0009666331272727367,0.0010496546145395181,0.0012376890731014391,0.0010262929072690774,0.0012014267341076915
