CPU utilized,1.001,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0
cycles,7011077896.0,7010855274.0,7010853391.0,7009725479.0,7011089585.0,7009225507.0,7014556361.0,7008535995.0,7010840231.0,7009607271.0,7009570645.0,7012934119.0,7009746272.0,7013229468.0,7010403080.0,7010151936.0,7016132154.0,7009876929.0,7008906525.0,7009562533.0,7010998504.0,7008962165.0,7009350914.0,7008824533.0,7009519276.0
clock speed,2.999,3.296,3.271,3.296,3.258,3.296,3.296,3.294,3.292,3.297,3.297,3.055,3.297,3.135,3.297,3.19,3.296,3.296,3.297,3.297,3.057,3.296,3.297,3.297,3.14
instructions,8009207133.0,8009963630.0,8008071567.0,8008581068.0,8008807180.0,8008260277.0,8009158983.0,8007888094.0,8009100311.0,8008696295.0,8008584270.0,8009481158.0,8008318661.0,8009412227.0,8008101160.0,8009139329.0,8007954878.0,8008489344.0,8008372810.0,8008912272.0,8009720919.0,8008206331.0,8009010478.0,8008141066.0,8008957798.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",2.336345286,2.125899358,2.141961946,2.126033514,2.15098875,2.125212383,2.127349305,2.126669027,2.128466187,2.124979927,2.125000351,2.294592626,2.125203903,2.23686081,2.125169329,2.196566312,2.127619234,2.125562047,2.124970423,2.125046548,2.292163218,2.125290374,2.124921728,2.124936926,2.231297304
estimated number of instructions,7992628801.44,7992375012.36,7992372865.74,7991087046.059999,7992642126.9,7990517077.98,7996594251.539999,7989731034.299999,7992357863.339999,7990952288.94,7990910535.299999,7994744895.659999,7991110750.079999,7995081593.5199995,7991859511.199999,7991573207.039999,7998390655.559999,7991259699.059999,7990153438.499999,7990901287.619999,7992538294.559999,7990216868.099999,7990660041.959999,7990059967.619999,7990851974.639999
instruction calculation error,-0.0020699092038328508,-0.002195842384867401,-0.001960359760606049,-0.0021844096715086824,-0.0020184095754444647,-0.002215612181207389,-0.001568795361244609,-0.0022673967826305095,-0.0020904280143683673,-0.002215592326940701,-0.002206848814241267,-0.0018398523012045902,-0.0021487545199471714,-0.0017892241120629857,-0.002028152301712575,-0.0021932596298326916,-0.0011943402011762101,-0.0021514225966859867,-0.0022750403773973346,-0.002248867732384754,-0.0021452213646097618,-0.0022463785467618184,-0.0022912238772077823,-0.0022578396448044123,-0.002260696562107245
predicted cycles,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0,8000000000.0
cycles prediction error,0.123615263,0.12364309075,0.123643326125,0.123784315125,0.123613801875,0.123846811625,0.123180454875,0.123933000625,0.123644971125,0.123799091125,0.123803669375,0.123383235125,0.123781716,0.1233463165,0.123699615,0.123731008,0.12298348075,0.123765383875,0.123886684375,0.123804683375,0.123625187,0.123879729375,0.12383113575,0.123896933375,0.1238100905
prediction to actual cycles,1.1410513645218812,1.141087597353247,1.1410879038306223,1.1412715125530524,1.1410494621429088,1.141352920092317,1.1404855258529156,1.14146520838408,1.141090045758882,1.1412907586274386,1.1412967220333936,1.14074934460396,1.1412681272010525,1.14070130408572,1.1411612012472185,1.1412020842111459,1.140229377726171,1.1412468551200723,1.1414048641489052,1.1412980428289448,1.1410642856984983,1.1413958032116156,1.141332499707119,1.1414182167542073,1.1413050859837595
p2a ratio to instruction rate error,0.0009222495805975961,0.0009540327660062715,0.0009543016058091276,0.0011153618886425153,0.0009205808271130772,0.001186772010804406,0.0004258998709787059,0.0012852705123509135,0.0009561804902474143,0.001132244410033912,0.0011374754678892148,0.0006573198280352148,0.0011123922816251113,0.0006151790225614039,0.0010185975852795045,0.0010544598343385806,0.00020120853172898493,0.0010937325614670068,0.0012323369727239323,0.0011386340604779444,0.0009335839460512005,0.0012243887821190337,0.0011688593922097616,0.0012440497843924482,0.0011448122664557523
