CPU utilized,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
cycles,70090826663.0,70104080915.0,70100300080.0,70090420865.0,70087854845.0,70103381115.0,70083066321.0,73035675819.0,70078389241.0,70255768091.0,70104634953.0,70101968269.0,70085351584.0,70087707300.0,70094170990.0,70112608813.0,72225838425.0,70092392304.0,72916768404.0,70087002747.0,70379852402.0,70375483799.0,70101106860.0,70082324563.0,70107257710.0
clock speed,3.297,3.297,3.297,3.296,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.296
instructions,80076932518.0,80078384521.0,80077773243.0,80077927920.0,80077034787.0,80077666451.0,80077222464.0,80080070944.0,80076907689.0,80078191499.0,80079582791.0,80081006146.0,80082858299.0,80080563991.0,80078490855.0,80077879060.0,80080171708.0,80076891394.0,80080326814.0,80077098573.0,80077377825.0,80077107421.0,80076829987.0,80077378479.0,80077674493.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.11,1.14,1.1,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",21.247008995,21.25322055,21.250995295,21.255349333,21.246037556,21.2506364,21.243906616,22.14126496,21.242338164,21.295311506,21.251267211,21.248055963,21.24250421,21.242631082,21.2453093,21.25387165,21.893506374,21.246558952,22.103160802,21.244809666,21.33538725,21.331939157,21.248324278,21.243707673,21.257958932
estimated number of instructions,79903542395.81999,79918652243.09999,79914342091.2,79903079786.09999,79900154523.29999,79917854471.09999,79894695605.93999,80339243400.90001,79889363734.73999,80091575623.73999,79919283846.42,79916243826.65999,79897300805.76,79899986322.0,79907354928.59999,79928374046.81999,80170680651.75,79905327226.56,80208445244.40001,79899183131.57999,80233031738.28,80228051530.86,79915261820.4,79893850001.81999,79922273789.4
instruction calculation error,-0.002165294258006607,-0.0019946990546259144,-0.002040905299702366,-0.0021834747531765198,-0.002208876292316553,-0.001995712250154031,-0.002279385478711761,0.003236416424771258,-0.0023420479095969424,0.00016713819942046733,-0.0020017455010769305,-0.002057445669946061,-0.002317068810746014,-0.002254950015340733,-0.002137102292672935,-0.0018669951668923226,0.0011302291418658155,-0.002142492852224498,0.0015998739702647034,-0.002221801795900758,0.001943793834260691,0.0018849845445393291,-0.002017664368410135,-0.002291889178516722,-0.0019406245821185838
predicted cycles,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0,80000000000.0
cycles prediction error,0.1238646667125,0.1236989885625,0.123746249,0.1238697391875,0.1239018144375,0.1237077360625,0.1239616709875,0.0870540522625,0.1240201344875,0.1218028988625,0.1236920630875,0.1237253966375,0.1239331052,0.12390365875,0.123822862625,0.1235923898375,0.0971770196875,0.1238450962,0.08854039495,0.1239124656625,0.120251844975,0.1203064525125,0.12373616425,0.1239709429625,0.123659278625
prediction to actual cycles,1.1413761801475644,1.1411603854702643,1.1412219335538114,1.1413827882997973,1.141424576011362,1.1411717769898322,1.1415025654496576,1.0953551001329715,1.141578750117665,1.1386965394268926,1.141151366862321,1.1411947763437769,1.141465344639342,1.1414269788790765,1.1413217229063628,1.1410215844823437,1.107636847761522,1.1413506854357232,1.0971413263510925,1.1414384531292332,1.1366889424980753,1.1367595031884776,1.1412087994526139,1.1415146472215627,1.1411086756655284
p2a ratio to instruction rate error,0.0012071755680390047,0.0010178819914600215,0.0010718715384311448,0.0012129721928047657,0.0012496280801421345,0.0010278745524844605,0.0013180398681207506,-0.004222636242753218,0.0013848685242676957,-0.0011433864676379496,0.0010099709318606056,0.0010480494243657542,0.0012853900345105294,0.0012517358588391338,0.0011594060582130693,0.0008961267388980666,-0.0021289659806109557,0.0011848117857221523,-0.002598794226279611,0.0012618009905555237,-0.0029044364051970346,-0.0028425410627388385,0.001060350397029811,0.0013286379136515823,0.0009725225136215129
