CPU utilized,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cycles,7022675821622.0,7066860708973.0,7025294124492.0,7019618278447.0,7019666861347.0,7019532731345.0,7019924656779.0,7049207769213.0,7022414417691.0,7019325030630.0
clock speed,2.594,2.594,2.594,2.594,2.594,2.594,2.594,2.594,2.594,2.594
instructions,8002707254608.0,8003025579837.0,8002744879647.0,8002884577969.0,8002853527673.0,8002828006528.0,8002887866856.0,8002718253081.0,8002708293483.0,8002974771136.0
instructions per cycle,1.14,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",2707.298325905,2724.411462249,2708.366473646,2706.108214802,2706.114863629,2706.149909843,2706.275216168,2717.548051854,2707.218050194,2706.040613553
estimated number of instructions,8005850436649.079,7985552601139.489,8008835301920.879,8002364837429.579,8002420221935.579,8002267313733.299,8002714108728.06,8036096856902.819,8005552436167.739,8002030534918.199
instruction calculation error,0.00039276484083173744,-0.002183296619909919,0.0007610416632633619,-6.494415036944092e-05,-5.414390453637245e-05,-7.00618324227146e-05,-2.171192834777179e-05,0.004170908279692187,0.00035539752049382873,-0.00011798565468509524
predicted cycles,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0
cycles prediction error,0.12216552229725,0.116642411378375,0.1218382344385,0.122547715194125,0.122541642331625,0.122558408581875,0.122509417902625,0.118849028848375,0.122198197788625,0.12258437117125
prediction to actual cycles,1.1391669220112557,1.1320443870985268,1.1387423584316452,1.1396631102524704,1.1396552226788843,1.139676999335985,1.1396133706755045,1.1348793030245936,1.1392093266165335,1.1397107221977414
p2a ratio to instruction rate error,-0.0007307701655650992,0.001809192122590217,-0.001103194358205902,-0.00029551732239433787,-0.00030243624659262886,-0.0002833339158025582,-0.0003391485302591248,-0.004491839452110782,-0.0006935731433915696,-0.0002537524581215036
