pilot.0039,236.15840005874634,osg.xsede-virt-clust
pilot.0012,2645.43280005455,osg.xsede-virt-clust
pilot.0015,291.23510003089905,osg.xsede-virt-clust
pilot.0041,219.90910005569458,osg.xsede-virt-clust
pilot.0004,154.83889985084534,osg.xsede-virt-clust
pilot.0003,221.31399989128113,osg.xsede-virt-clust
pilot.0027,175.29869985580444,osg.xsede-virt-clust
pilot.0044,172.68269991874695,osg.xsede-virt-clust
pilot.0005,157.55279994010925,osg.xsede-virt-clust
pilot.0031,136.83060002326965,osg.xsede-virt-clust
pilot.0030,150.51799988746643,osg.xsede-virt-clust
pilot.0037,143.67459988594055,osg.xsede-virt-clust
pilot.0035,146.29149985313416,osg.xsede-virt-clust
pilot.0034,168.51279997825623,osg.xsede-virt-clust
pilot.0013,233.1422998905182,osg.xsede-virt-clust
pilot.0038,143.67579984664917,osg.xsede-virt-clust
pilot.0017,173.98939990997314,osg.xsede-virt-clust
pilot.0016,196.0248999595642,osg.xsede-virt-clust
pilot.0028,135.42260003089905,osg.xsede-virt-clust
pilot.0045,186.5181999206543,osg.xsede-virt-clust
pilot.0021,143.67350006103516,osg.xsede-virt-clust
pilot.0019,142.17369985580444,osg.xsede-virt-clust
pilot.0001,210.74979996681213,osg.xsede-virt-clust
pilot.0018,135.42140007019043,osg.xsede-virt-clust
pilot.0033,140.75709986686707,osg.xsede-virt-clust
pilot.0029,153.52999997138977,osg.xsede-virt-clust
pilot.0062,219.90809988975525,osg.xsede-virt-clust
pilot.0063,378.77239990234375,osg.xsede-virt-clust
pilot.0022,277.12479996681213,osg.xsede-virt-clust
pilot.0036,139.448499917984,osg.xsede-virt-clust
pilot.0046,165.79850006103516,osg.xsede-virt-clust
pilot.0047,140.75939989089966,osg.xsede-virt-clust
pilot.0042,198.65120005607605,osg.xsede-virt-clust
pilot.0043,178.1506998538971,osg.xsede-virt-clust
pilot.0040,179.55749988555908,osg.xsede-virt-clust
pilot.0024,165.7994999885559,osg.xsede-virt-clust
pilot.0032,140.75830006599426,osg.xsede-virt-clust
pilot.0000,136.83200001716614,osg.xsede-virt-clust
pilot.0020,154.83759999275208,osg.xsede-virt-clust
pilot.0007,284.4684000015259,osg.xsede-virt-clust
pilot.0048,171.2276999950409,osg.xsede-virt-clust
pilot.0049,262.16820001602173,osg.xsede-virt-clust
pilot.0002,176.70899987220764,osg.xsede-virt-clust
pilot.0025,139.44969987869263,osg.xsede-virt-clust
pilot.0006,111.60430002212524,osg.xsede-virt-clust
pilot.0023,153.5285999774933,osg.xsede-virt-clust
pilot.0026,171.22909998893738,osg.xsede-virt-clust
