8000000_cycles,6737634,6756559,6662754,6813394,7227954,7116008,6861410,6822664,7080004,8239094,6990295,6915044,6822156,6810638,7062589,7480443,6939638,6766317,6866923,7385363,7337031,6864336,6767534,6810958,7170295
8000000000_cycles,6260865268,6245102199,6395514652,6298970629,6296552619,6304924343,6222855542,6345462600,6254587750,6248510334,6279805844,6235733761,6291723510,6287851405,6255865149,6279251764,6269061825,6317069437,6273941077,6254113977,6266849388,6273595450,6309675692,6326282659,6254270894
80000000000_cycles,62966978641,62746173654,63067271707,62672572015,62848538043,62980231593,62895483819,63191475732,62608377702,62822455937,62810660629,62831427023,62945558025,63049748996,62913785831,62916265931,62944644261,63024591123,62916593702,62959509661,62866986555,62508261291,62486298771,62551078213,62568689979
800000000000_cycles,625793167534,626951804162,628945790028,625946044537,631824057987,629666138394,625740490754,625625480022,629304766835,631946049084,634589918280,630625200290,629624642062,633813199881,630450577088,629419115047,625514800901,629540055746,626908879298,634620925493,630426989973,629527207003,632018707289,627452334981,629387220988
2000000000000_cycles,1565400614105,1576070981193,1575862982797,1572721755002,1569577282913,1573002806881,1577085924699,1573432938497,1562761151394,1583849583280,,,,,,,,,,,,,,,
4000000000000_cycles,3127632677549,3147448946841,3147797750121,3147600645493,3145583373594,3160050222231,3146638248823,3128359021829,3128992686090,3147349119772,,,,,,,,,,,,,,,
6000000000000_cycles,4718467623311,4719001662943,4691355305580,4716238403888,4749432734640,4736202534588,4728924639280,4725039995156,4723778738350,4725890762459,,,,,,,,,,,,,,,
8000000000000_cycles,6299384737229,6281732861713,6292646443603,6285512493671,6276567578349,6257723658504,6256641804859,6296994169806,6297587502395,6303606778159,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Average,StD,CI (99%),,,,,,,,,,,,,,,,,,,,,,
~3.5 GHz,7012281.4,336371.247106031,34713.5127013424,,,,,,,,,,,,,,,,,,,,,,
,6281937510.72,37703908.0262162,3891043.30830551,,,,,,,,,,,,,,,,,,,,,,
,62843746353.36,185970744.41944,19192180.8240863,,,,,,,,,,,,,,,,,,,,,,
,629426542546.28,2742916576.51558,283068990.696408,,,,,,,,,,,,,,,,,,,,,,
,1572976602076.1,6023978956.96704,1554186570.8975,,,,,,,,,,,,,,,,,,,,,,
,3142745269234.3,10747515858.5695,2772859091.51094,,,,,,,,,,,,,,,,,,,,,,
,4723433240019.5,14918222590.6854,3848901428.39685,,,,,,,,,,,,,,,,,,,,,,
,6284839802828.8,16812291360.8965,4337571171.11129,,,,,,,,,,,,,,,,,,,,,,
