8000000_cycles,7800660,7928861,7473846,8419777,7868522,7806648,8616039,7493458,7844157,9151189,7954661,7824219,8853660,7544366,7628928,8168099,7799928,7785284,7922118,7491993,7490434,7719446,7983421,7811023,7797097,7807344,7537821,7519794,7576038,7548482,7525905,7647593,7755178,7541204,7795051,7914110,7787339,7754917,7849468,8104710,7638909,7559792,7671429,7683175,7572390,7581519,7788922,7488632,7761356,7502015
8000000000_cycles,7064858176,7063612386,7062979344,7041775950,7056965709,7042155086,7059514707,7048275352,7041305466,7039098412,7039488371,7041943434,7048328909,7039782307,7038294860,7043634629,7046724888,7048435713,7065543961,7046042459,7043689456,7083036895,7032718602,7042216139,7046408691,7029612162,7025819867,7051705387,7029069347,7030593674,7045794023,7026696061,7022728175,7055494897,7019442104,7021628425,7022614752,7021253143,7033611814,7042470396,7025606039,7018440953,7023336756,7026290908,7013653301,7030283540,7029774145,7040528628,7027631137,7042632137
80000000000_cycles,70215959712,70198224524,70419318376,70211894033,70205938879,70236307165,71305302581,71377909438,70253795599,70398554616,70267370837,70213565634,70833304920,70248131695,70827221757,70204297318,70187687230,70265007600,70221474400,70240179924,70213969579,70240819587,70214171008,70376865171,70222726035,,,,,,,,,,,,,,,,,,,,,,,,,
800000000000_cycles,704398347007,705305826484,702191879517,701772402957,701760168113,702271613380,702883944246,702406971506,701872768356,702214946713,702229261451,704714935032,702290552712,703394484196,708159776141,706203145141,705365138625,702367452007,705609676464,707257883088,702324242681,704985894063,702326609691,702270389660,702386461728,,,,,,,,,,,,,,,,,,,,,,,,,
2000000000000_cycles,1755534912961,1755315302382,1755584562536,1755721824933,1755757990212,1754866023109,1755639828446,1755528240797,1756015445864,1755294062424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000000000000_cycles,3511075893960,3536832691967,3511274706476,3509871731263,3511701470542,3509270758882,3514624000136,3509369896183,3509277099677,3530883369435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000000000000_cycles,5264738693735,5266643333806,5264266006670,5264302279626,5268216119141,5266295565725,5263651978016,5266617332186,5269986818250,5268295997843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000000000000_cycles,7042165783505,7042869437770,7046745131812,7046923004854,7022675821622,7066860708973,7025294124492,7019618278447,7019666861347,7019532731345,7019924656779,7049207769213,7022414417691,7019325030630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.594 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
