8000000_cycles,0.003334058,0.003100898,0.003081569,0.003123267,0.003094384,0.003085525,0.003142084,0.003178702,0.003092676,0.003184532,0.003257884,0.003182256,0.003164143,0.00320288,0.003488512,0.003125417,0.00309339,0.003138949,0.00317649,0.003101078,0.003092004,0.003193426,0.003075732,0.003178563,0.003075587,0.003339343,0.003402246,0.003058408,0.003826664,0.003252395,0.003198303,0.004093261,0.003075267,0.003242863,0.004305292,0.00327449,0.003222805,0.0041162,0.003091871,0.003113941,0.003407092,0.003188036,0.003183623,0.00328817,0.003070154,0.003061413,0.003159591,0.003277017,0.003196335,0.003241737
8000000000_cycles,2.7103824,2.708899153,2.719054957,2.710133716,2.710807818,2.716729784,2.709129753,2.707552646,2.720255363,2.706305783,2.707185799,2.707604953,2.706997103,2.711777655,2.715257762,2.708691357,2.705917625,2.707803737,2.708929875,2.704088391,2.710477648,2.710338675,2.714461168,2.709472715,2.715254365,2.723942025,2.723446047,2.723108105,2.715003694,2.721405542,2.715175865,2.721861054,2.71748099,2.71476506,2.713942544,2.71411425,2.715046754,2.717488963,2.714254336,2.713637858,2.71564792,2.716846837,2.717576446,2.7240943,2.716732238,2.715704543,2.730844207,2.711541295,2.715078401,2.716805779
80000000000_cycles,27.069302893,27.062781022,27.14769651,27.067715144,27.065498498,27.077093298,27.488954596,27.516904343,27.083614327,27.139399969,27.088859673,27.068160587,27.30709197,27.081699944,27.304769348,27.064634204,27.05822402,27.088113944,27.071225757,27.078946904,27.068431918,27.078719273,27.068937671,27.131206608,27.071782562,,,,,,,,,,,,,,,,,,,,,,,,,
800000000000_cycles,271.558083753,271.903693472,270.706742576,270.541825071,270.537174981,270.737287804,270.970486283,270.785788199,270.58055322,270.711955261,270.721499482,271.678189123,270.741078279,271.165079601,273.002855767,272.248656064,271.930330451,270.770370474,272.022947216,272.658687172,270.753617734,271.778707777,270.754139455,270.732556553,270.777511008,,,,,,,,,,,,,,,,,,,,,,,,,
2000000000000_cycles,676.779489274,676.69424584,676.798049531,676.860874985,676.864097158,676.521029069,676.819421548,676.778636217,676.965768251,676.68523339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000000000000_cycles,1353.554666645,1363.498447599,1353.635449249,1353.101224868,1353.799701764,1352.864271871,1354.92336646,1352.901281262,1352.866602209,1361.198587178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000000000000_cycles,2029.620006663,2030.364570868,2029.443195656,2029.452298283,2030.972083125,2030.215743437,2029.200586839,2030.344903577,2031.632139179,2030.97206444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000000000000_cycles,2707.298325905,2724.411462249,2708.366473646,2706.108214802,2706.114863629,2706.149909843,2706.275216168,2717.548051854,2707.218050194,2706.040613553,2714.873115811,2715.121485976,2716.637055148,2716.640838003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.594 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
