8000000_cycles,0.002654728,0.0025985,0.002651454,0.002531116,0.003095623,0.002718821,0.002418641,0.002876105,0.002501299,0.002430794,0.002478032,0.002782162,0.002619428,0.002496783,0.002495674,0.002813815,0.002422835,0.002340058,0.002771243,0.003088964,0.002492723,0.002538105,0.002947835,0.002377443,0.00274693,0.002579154,0.002547737,0.002468829,0.002772839,0.003049837,0.002665862,0.002652052,0.002613855,0.002656594,0.002652603,0.002486639,0.002866626,0.002732732,0.002408796,0.002606579,0.002933227,0.002364371,0.002357986,0.002907719,0.002726163,0.002734845,0.002511574,0.002621853,0.002732881,0.002715423
8000000000_cycles,2.016520004,2.018195844,2.016595596,2.017288186,2.015968991,2.017729237,2.021979055,2.016793385,2.016520423,2.016788741,2.016877031,2.021247751,2.023240107,2.021498374,2.022012483,2.020998417,2.021175021,2.020505602,2.024844843,2.021418824,2.015944278,2.021645864,2.050641203,2.023791272,2.022330744,2.011901798,2.029594262,2.014116136,2.019112395,2.012418389,2.029109026,2.013501352,2.013875267,2.019198263,2.015419061,2.023708788,2.012152193,2.014972022,2.013217447,2.012894907,2.017301282,2.019198919,2.032460488,2.01338035,2.015337724,2.018129449,2.013629903,2.020106673,2.015291387,2.017333299
80000000000_cycles,19.781954793,20.192589,19.714740689,19.644532612,19.612629738,19.758922237,19.802677557,19.589413265,19.685088035,19.760720247,19.903243421,19.745293468,19.969059711,19.664714268,19.717135027,19.697293275,19.814354982,19.704544808,19.924626262,19.737674994,19.791237341,19.761054687,19.713128236,19.725277275,19.791034419,,,,,,,,,,,,,,,,,,,,,,,,,
800000000000_cycles,197.2541271,197.837189895,198.089256206,196.414607523,197.731505767,198.550623181,197.622347437,197.830140374,196.481615144,198.512097015,197.359333567,196.885962063,197.078668866,197.430266093,197.189337207,196.903998384,197.737336018,198.447284653,197.544315561,197.812519378,197.156414141,196.620816788,197.59166834,198.356002641,198.084895668,,,,,,,,,,,,,,,,,,,,,,,,,
2000000000000_cycles,493.260536979,493.393966933,495.393333154,493.419937353,493.057278937,493.752842234,493.710434293,494.363042141,493.698040017,492.761568222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000000000000_cycles,985.689975418,991.633344624,988.471869388,986.217458599,990.966979486,993.619969188,987.613661938,984.864387661,986.259614359,985.866754225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000000000000_cycles,1485.672651368,1481.805017673,1476.368606098,1477.622051983,1487.881458324,1479.399566859,1481.891200249,1478.221805197,1478.719916353,1478.991847642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000000000000_cycles,2016.806428463,2018.466938912,2017.23248518,2015.235012751,1973.245060535,1974.665510415,1975.459766084,1979.708432591,1974.681701403,1973.749118111,1974.01594985,1977.544163293,1976.152658689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~3.55GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
