CPU utilized,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
cycles,700967650555.0,700851893726.0,700850321125.0,700800589043.0,700804812286.0,700839957879.0,701024774093.0,701763165066.0,705629351969.0,705212277104.0,706488803992.0,707700999975.0,703859226483.0,706648234438.0,705449786646.0,706460515080.0,705882540959.0,706710879279.0,706284818049.0,706782973955.0,707066493594.0,706034471203.0,706991779129.0,707000391684.0,706044225542.0
clock speed,2.794,2.793,2.794,2.794,2.794,2.794,2.794,2.657,2.193,2.194,2.193,2.193,2.195,2.193,2.193,2.193,2.193,2.193,2.193,2.192,2.193,2.193,2.192,2.193,2.193
instructions,800818360553.0,800827019346.0,800815635549.0,800803996595.0,800818557729.0,800809176423.0,800812771269.0,800875259565.0,800935239481.0,800937255771.0,800951956466.0,800973551418.0,800955272112.0,800994069933.0,800934275879.0,800942810870.0,800927564524.0,801014700902.0,800945996527.0,800930946887.0,801044000850.0,800987995010.0,800970199817.0,801044402384.0,801019743991.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.14,1.13,1.14,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
"time (s)
",251.004406315,251.062195798,250.966447523,250.945338903,250.949210641,250.961526981,251.026375799,264.278603228,321.896753734,321.585388195,322.33888351,322.914087177,320.929374479,322.469965808,321.833124322,322.410517229,322.096294315,322.521843169,322.344576115,322.631715231,322.67496843,322.136554599,322.720644198,322.620436908,322.136062517
estimated number of instructions,799103121632.7,798971158847.6399,798969366082.4999,798912671509.0199,798917486006.0399,798957551982.0599,799168242466.0199,800010008175.24,804417461244.6599,803941995898.5599,798332348510.96,799702129971.7499,802399518190.6199,798512504914.94,804212756776.44,798300382040.3999,797647271283.6699,798583293585.2699,798101844395.3699,798664760569.1499,798985137761.22,797818952459.3899,798900710415.7699,798910442602.9199,797829974862.46
instruction calculation error,-0.002141857635626138,-0.002317429923725234,-0.0023054862874079753,-0.0023617827758377493,-0.0023739106750363453,-0.0023121918372748596,-0.0020535746456367275,-0.0010803822186116424,0.004347694535099199,0.0037515299805444898,-0.0032706180862562637,-0.0015873451052151057,0.0018031544693021507,-0.003098106604294376,0.004093320758238137,-0.003299147946318213,-0.004095617863120483,-0.003035409105466059,-0.003550991132938699,-0.0028294403239856637,-0.0025702247149911096,-0.00395641703789898,-0.0025837283355896697,-0.0026639719030919747,-0.003982135462288778
predicted cycles,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0,800000000000.0
cycles prediction error,0.12379043680625,0.1239351328425,0.12393709859375,0.12399926369625,0.1239939846425,0.12395005265125,0.12371903238375,0.1227960436675,0.11796331003875,0.11848465362,0.11688899501,0.11537375003125,0.12017596689625,0.1166897069525,0.1181877666925,0.11692435615,0.11764682380125,0.11661140090125,0.11714397743875,0.11652128255625,0.1161668830075,0.11745691099625,0.11626027608875,0.116249510395,0.1174447180725
prediction to actual cycles,1.141279486102661,1.141467986548328,1.1414705478280236,1.1415515519078898,1.1415446726035297,1.1414874266317445,1.1411864880739147,1.1399857385286971,1.1337396860939337,1.1344101995575742,1.132360478297203,1.130420898131076,1.1365909117898336,1.132105000780541,1.1340282684094793,1.1324058215899122,1.1333330314603527,1.1320046478075665,1.1326875214589396,1.1318891788286556,1.131435313719395,1.13308915163433,1.1315548831212496,1.1315410987177599,1.1330734974652248
p2a ratio to instruction rate error,0.0011223562304044235,0.0012877074985333564,0.0012899542351085035,0.0013610104455174688,0.0013549759680085535,0.00130476020328475,0.00104077901220592,-1.2510062546307006e-05,-0.005491503426373846,-0.004903333721426089,0.0020889188470823846,0.00037247622219118744,-0.002990428254531823,0.0018628325491515142,-0.0052383610443162785,0.0021290456547896604,0.002949585363144069,0.0017740246084660136,0.002378337574282912,0.001671839671376718,0.001270189132208145,0.0027337625082567265,0.0013760027621679111,0.0013638041750088329,0.002719909261260969
