64,-222.89150609496397,-136.99700553377582,-115.07681157325742
256,-182.3724673708593,-190.14045395444595,-182.26222759612205,-210.17138884071053,-209.61745940329948,-210.3534654151408,-257.9318284981622,-257.7141678094558,-250.7239237927231
1024,-202.4061738492291,-201.9258500355305,-200.78712966009925,-201.45121510493752,-199.4798714867664,-202.349089311467,-201.74873632386075,-201.9298964749704,-201.15006292211137,-189.8544872139926,-200.19289212868614,-248.31473607213928,-235.66974216207944,-249.76649250080015,-249.3551821824537,-247.27408508555118,-250.39752073674245,-249.42102650972808,-250.32609543111158,-248.51829469519888,-243.749422593994,-243.87812552881044,-249.35587611672227
512,-231.46276104589737,-236.82513229747838,-229.04164091983685,-229.86715188311368,-234.5601532077575,-230.10751011285336
128,0.0,0.0
