64,-12.90431428699686,34.62158108497263,28.74448885016519
256,40.84314472476104,40.51328785184919,40.84789984145894,27.162879800279615,27.19198061408964,27.153173066824543,0.9011416238378598,0.9169970604815663,1.4425345021657738
1024,63.64101383043539,63.64709856564716,63.66154024894948,63.653180657290484,63.67824729490693,63.641774875735294,63.649379550600685,63.64709886950366,63.65698104494854,63.80531569110811,63.66913635519943,-33.691390265706794,-32.61079859016437,-33.811912033701624,-33.77745392807594,-33.6054435585135,-33.86363536016991,-33.78319686020878,-33.85788322311425,-33.70859493967967,-33.30834100279241,-33.319745801029775,-33.77745163519974
512,55.37042063913555,55.27537524652602,55.41418442080821,55.39917975265934,55.31512647634182,55.39487411233802
128,0.0,0.0
