64,97.65693674727855,97.21916766926653,83.16458955317248
256,99.13486151801995,99.13486151801995,99.13486151801995,95.68286843035534,95.68286843035534,95.68286843035534,95.35547363076583,95.35547363076583,95.35547363076583
1024,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,94.79271836259431,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825,25.590777384416825
512,99.56035293150546,99.56035293150546,99.56035293150546,99.56035293150546,99.56035293150546,99.56035293150546
128,0.0,0.0
