CPU utilized,1.0,1.0,1.0,1.0
cycles,7042165783505.0,7042869437770.0,7046745131812.0,7046923004854.0
clock speed,2.594,2.594,2.594,2.594
instructions,8002779432396.0,8002730773127.0,8002785969930.0,8002789578075.0
instructions per cycle,1.14,1.14,1.14,1.14
"time (s)
",2714.873115811,2715.121485976,2716.637055148,2716.640838003
estimated number of instructions,8028068993195.699,8028871159057.799,8033289450265.68,8033492225533.56
instruction calculation error,0.0031600971903992144,0.003266433255330504,0.003811607663917882,0.0038364931576702556
predicted cycles,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0
cycles prediction error,0.119729277061875,0.11964132027875,0.1191568585235,0.11913462439325
prediction to actual cycles,1.1360141533075738,1.1359006539432681,1.1352759111273378,1.1352472553608872
p2a ratio to instruction rate error,-0.0034963567477421724,-0.003595917593624377,-0.004143937607598306,-0.0041690742448356865
