avg_instr,1498767452,1498767421,1498574346,1498574371,1498767430,1498767368,1498767433,1498767354,1498767347,1498522959,1498767445,1498574377,1498767362,1498574365,1498574404,1498767436,1498767439,1498767423,1498767424
Average,1717214037980.2463,1717265069766.4348,1717021151949.0515,1717356739631.2043,1717175645912.4639,1717197508083.0144,1717184763594.855,1717189376554.1086,1717189840943.1511,1717190348436.24,1717159341884.768,1717346741457.518,1717201979725.1594,1717355468258.7373,1717295217870.4749,1717166579464.9856,1717162671969.1377,1717267640873.9492,1717191992409.652
Std,32759715.304647952,82811442.64600435,24560979.690021392,35530684.47361308,57597689.51097241,76708614.71478383,66829937.534622155,48231094.485892616,49844356.52465926,70774592.01362486,23818815.92111851,78175727.27244037,76743471.50351316,35384102.20044273,53081148.32161366,42006112.83612864,21175676.508750707,79384919.8197228,72587542.69269018
CI,7183671.003871204,18159198.08193332,5081895.093492654,7819683.024953355,12630233.449288992,16820947.50058886,14654714.792038335,10576292.001356954,10890666.33153481,14885985.913127026,5223077.663767371,17080885.78750158,16828591.025575396,7787422.827035679,11597884.197369628,9211255.10280078,4643480.320529111,17407817.539020937,15917263.652464004
