avg_cycles,8000000,8000000000,80000000000,800000000000,2000000000000,4000000000000,6000000000000,8000000000000
Average,7750278.24,7010093621.72,70086911454.68,704566037314.16,1766309383567.8,3524601936884.3,5256358211112.1,7008782146384.875
Std,62476.24247882817,1353174.4962215244,6722071.975648554,2614386939.9517794,1046337370.6759588,13932775723.686628,289518074.918982,872553872.7475164
CI,32187.760125092278,697155.5004533294,3463211.4818541347,1346932151.4631567,852349273.6933644,11349677074.942781,235842212.8408505,794681523.3570143
